"","Stkcd","Rptdt","Fenddt","Brokern","Feps","EDates","REps","name","dev","DateDiff"
"472",1,2009-03-23,2010-12-31,"国信证券有限责任公司",1.39,"rptDate=20101231",1.91,"黄飙",0.272251308900524,648
"473",1,2009-03-23,2011-12-31,"国信证券有限责任公司",1.79,"rptDate=20111231",2.47,"黄飙",0.275303643724696,1013
"474",1,2009-04-24,2009-12-31,"国信证券有限责任公司",1.26,"rptDate=20091231",1.62,"黄飙",0.222222222222222,251
"475",1,2009-04-24,2011-12-31,"国信证券有限责任公司",0.2,"rptDate=20111231",2.47,"黄飙",0.919028340080972,981
"476",1,2009-04-24,2010-12-31,"国信证券有限责任公司",1.44,"rptDate=20101231",1.91,"黄飙",0.246073298429319,616
"477",1,2009-04-27,2009-12-31,"国信证券有限责任公司",NA,"rptDate=20091231",1.62,"黄飙",NA,248
"478",1,2009-06-15,2011-12-31,"国信证券有限责任公司",1.43,"rptDate=20111231",2.47,"黄飙",0.421052631578947,929
"479",1,2009-06-15,2009-12-31,"国信证券有限责任公司",1.23,"rptDate=20091231",1.62,"黄飙",0.240740740740741,199
"480",1,2009-06-15,2010-12-31,"国信证券有限责任公司",1.25,"rptDate=20101231",1.91,"黄飙",0.345549738219895,564
"481",1,2009-08-21,2010-12-31,"国信证券股份有限公司",1.46,"rptDate=20101231",1.91,"黄飙",0.235602094240838,497
"482",1,2009-08-21,2009-12-31,"国信证券股份有限公司",1.3,"rptDate=20091231",1.62,"黄飙",0.197530864197531,132
"483",1,2010-01-27,2009-12-31,"国信证券有限责任公司",1.61,"rptDate=20091231",1.62,"黄飙",0.00617283950617284,-27
"484",1,2010-01-27,2010-12-31,"国信证券有限责任公司",1.75,"rptDate=20101231",1.91,"黄飙",0.0837696335078534,338
"485",1,2010-01-27,2011-12-31,"国信证券有限责任公司",2.11,"rptDate=20111231",2.47,"黄飙",0.145748987854251,703
"486",1,2010-04-29,2010-12-31,"国信证券股份有限公司",1.77,"rptDate=20101231",1.91,"黄飙",0.0732984293193717,246
"487",1,2010-04-29,2011-12-31,"国信证券股份有限公司",1.77,"rptDate=20111231",2.47,"黄飙",0.283400809716599,611
"488",1,2010-04-29,2012-12-31,"国信证券股份有限公司",2.42,"rptDate=20121231",2.62,"黄飙",0.0763358778625955,977
"489",1,2010-05-28,2010-12-31,"国信证券股份有限公司",1.77,"rptDate=20101231",1.91,"黄飙",0.0732984293193717,217
"490",1,2010-05-28,2012-12-31,"国信证券股份有限公司",2.42,"rptDate=20121231",2.62,"黄飙",0.0763358778625955,948
"491",1,2010-05-28,2011-12-31,"国信证券股份有限公司",2.16,"rptDate=20111231",2.47,"黄飙",0.125506072874494,582
"492",1,2010-09-02,2011-12-31,"国信证券股份有限公司",2.01,"rptDate=20111231",2.47,"黄飙",0.186234817813765,485
"493",1,2010-09-02,2010-12-31,"国信证券股份有限公司",1.58,"rptDate=20101231",1.91,"黄飙",0.172774869109948,120
"494",1,2010-09-02,2012-12-31,"国信证券股份有限公司",2.19,"rptDate=20121231",2.62,"黄飙",0.16412213740458,851
"495",1,2011-02-25,2013-12-31,"国信证券股份有限公司",2.99,"rptDate=20131231",1.86,"黄飙",0.60752688172043,1040
"496",1,2011-02-25,2011-12-31,"国信证券股份有限公司",2.19,"rptDate=20111231",2.47,"黄飙",0.11336032388664,309
"497",1,2011-02-25,2012-12-31,"国信证券股份有限公司",2.63,"rptDate=20121231",2.62,"黄飙",0.00381679389312969,675
"498",1,2011-04-14,2011-12-31,"国信证券股份有限公司",0.69,"rptDate=20111231",2.47,"黄飙",0.720647773279352,261
"499",1,2011-04-14,2013-12-31,"国信证券股份有限公司",3.09,"rptDate=20131231",1.86,"黄飙",0.661290322580645,992
"500",1,2011-04-14,2012-12-31,"国信证券股份有限公司",2.63,"rptDate=20121231",2.62,"黄飙",0.00381679389312969,627
"501",1,2011-08-18,2012-12-31,"国信证券股份有限公司",2.79,"rptDate=20121231",2.62,"黄飙",0.0648854961832061,501
"502",1,2011-08-18,2011-12-31,"国信证券股份有限公司",2.14,"rptDate=20111231",2.47,"黄飙",0.133603238866397,135
"503",1,2011-10-26,2012-12-31,"国信证券股份有限公司",2.3,"rptDate=20121231",2.62,"黄飙",0.122137404580153,432
"504",1,2011-10-26,2011-12-31,"国信证券股份有限公司",1.88,"rptDate=20111231",2.47,"黄飙",0.238866396761134,66
"505",1,2011-10-26,2013-12-31,"国信证券股份有限公司",2.41,"rptDate=20131231",1.86,"黄飙",0.295698924731183,797
"506",1,2012-01-30,2013-12-31,"国信证券股份有限公司",2.46,"rptDate=20131231",1.86,"黄飙",0.32258064516129,701
"507",1,2012-01-30,2012-12-31,"国信证券股份有限公司",2.28,"rptDate=20121231",2.62,"黄飙",0.129770992366412,336
"508",1,2012-01-30,2011-12-31,"国信证券股份有限公司",1.68,"rptDate=20111231",2.47,"黄飙",0.319838056680162,-30
"509",1,2012-03-09,2013-12-31,"国信证券股份有限公司",2.35,"rptDate=20131231",1.86,"黄飙",0.263440860215054,662
"510",1,2012-03-09,2014-12-31,"国信证券股份有限公司",2.81,"rptDate=20141231",1.73,"黄飙",0.624277456647399,1027
"511",1,2012-03-09,2012-12-31,"国信证券股份有限公司",2.11,"rptDate=20121231",2.62,"黄飙",0.194656488549618,297
"512",1,2012-08-16,2012-12-31,"长城证券有限责任公司",2.44,"rptDate=20121231",2.62,"黄飙",0.0687022900763359,137
"513",1,2012-08-16,2013-12-31,"长城证券有限责任公司",2.8,"rptDate=20131231",1.86,"黄飙",0.505376344086021,502
"514",1,2013-03-08,2013-12-31,"长城证券有限责任公司",1.69,"rptDate=20131231",1.86,"黄飙",0.0913978494623657,298
"515",1,2013-03-08,2014-12-31,"长城证券有限责任公司",1.98,"rptDate=20141231",1.73,"黄飙",0.144508670520231,663
"516",1,2013-03-11,2013-12-31,"长城证券有限责任公司",3.07,"rptDate=20131231",1.86,"黄飙",0.650537634408602,295
"517",1,2013-03-11,2014-12-31,"长城证券有限责任公司",3.59,"rptDate=20141231",1.73,"黄飙",1.07514450867052,660
"518",1,2013-09-09,2013-12-31,"长城证券有限责任公司",1.64,"rptDate=20131231",1.86,"黄飙",0.118279569892473,113
"519",1,2013-09-09,2014-12-31,"长城证券有限责任公司",1.84,"rptDate=20141231",1.73,"黄飙",0.0635838150289018,478
"520",1,2013-10-23,2013-12-31,"长城证券有限责任公司",1.93,"rptDate=20131231",1.86,"黄飙",0.0376344086021504,69
"521",1,2013-10-23,2014-12-31,"长城证券有限责任公司",2.08,"rptDate=20141231",1.73,"黄飙",0.202312138728324,434
"522",1,2014-03-07,2014-12-31,"长城证券有限责任公司",1.69,"rptDate=20141231",1.73,"黄飙",0.023121387283237,299
"523",1,2014-03-07,2015-12-31,"长城证券有限责任公司",1.87,"rptDate=20151231",NA,"黄飙",NA,664
"524",1,2014-03-07,2013-12-31,"长城证券有限责任公司",1.6,"rptDate=20131231",1.86,"黄飙",0.139784946236559,-66
"525",1,2014-04-24,2014-12-31,"长城证券有限责任公司",1.93,"rptDate=20141231",1.73,"黄飙",0.115606936416185,251
"526",1,2014-04-24,2015-12-31,"长城证券有限责任公司",2.23,"rptDate=20151231",NA,"黄飙",NA,616
"527",1,2014-08-14,2014-12-31,"长城证券有限责任公司",1.7,"rptDate=20141231",1.73,"黄飙",0.0173410404624278,139
"528",1,2014-08-14,2015-12-31,"长城证券有限责任公司",2.12,"rptDate=20151231",NA,"黄飙",NA,504
"529",1,2010-08-25,2010-12-31,"国信证券股份有限公司",1.58,"rptDate=20101231",1.91,"黄飚",0.172774869109948,128
"530",1,2010-08-25,2011-12-31,"国信证券股份有限公司",2.01,"rptDate=20111231",2.47,"黄飚",0.186234817813765,493
"531",1,2010-08-25,2012-12-31,"国信证券股份有限公司",2.19,"rptDate=20121231",2.62,"黄飚",0.16412213740458,859
"532",1,2013-04-24,2013-12-31,"中国银河证券股份有限公司",2.89,"rptDate=20131231",1.86,"黄斌辉",0.553763440860215,251
"533",1,2013-04-24,2014-12-31,"中国银河证券股份有限公司",3.42,"rptDate=20141231",1.73,"黄斌辉",0.976878612716763,616
"534",1,2013-04-24,2015-12-31,"中国银河证券股份有限公司",4.02,"rptDate=20151231",NA,"黄斌辉",NA,981
"535",1,2013-10-23,2013-12-31,"中国银河证券股份有限公司",1.55,"rptDate=20131231",1.86,"黄斌辉",0.166666666666667,69
"536",1,2013-10-23,2014-12-31,"中国银河证券股份有限公司",1.88,"rptDate=20141231",1.73,"黄斌辉",0.0867052023121387,434
"537",1,2013-10-23,2015-12-31,"中国银河证券股份有限公司",2.46,"rptDate=20151231",NA,"黄斌辉",NA,799
"538",1,2012-08-16,2012-12-31,"国泰君安证券股份有限公司",2.31,"rptDate=20121231",2.62,"黄春逢",0.118320610687023,137
"539",1,2012-10-29,2012-12-31,"国泰君安证券股份有限公司",2.61,"rptDate=20121231",2.62,"黄春逢",0.00381679389312986,63
"540",1,2012-10-29,2013-12-31,"国泰君安证券股份有限公司",2.33,"rptDate=20131231",1.86,"黄春逢",0.252688172043011,428
"541",1,2013-03-08,2012-12-31,"国泰君安证券股份有限公司",2.62,"rptDate=20121231",2.62,"黄春逢",0,-67
"542",1,2013-03-08,2013-12-31,"国泰君安证券股份有限公司",1.59,"rptDate=20131231",1.86,"黄春逢",0.145161290322581,298
"543",1,2013-04-24,2013-12-31,"国泰君安证券股份有限公司",1.59,"rptDate=20131231",1.86,"黄春逢",0.145161290322581,251
"544",1,2013-08-23,2013-12-31,"国泰君安证券股份有限公司",1.48,"rptDate=20131231",1.86,"黄春逢",0.204301075268817,130
"545",1,2013-08-23,2014-12-31,"国泰君安证券股份有限公司",1.72,"rptDate=20141231",1.73,"黄春逢",0.00578034682080925,495
"546",1,2013-10-23,2013-12-31,"国泰君安证券股份有限公司",1.62,"rptDate=20131231",1.86,"黄春逢",0.129032258064516,69
"547",1,2013-10-23,2014-12-31,"国泰君安证券股份有限公司",2.01,"rptDate=20141231",1.73,"黄春逢",0.161849710982659,434
"548",1,2013-10-24,2013-12-31,"国泰君安证券股份有限公司",1.62,"rptDate=20131231",1.86,"黄春逢",0.129032258064516,68
"549",1,2013-10-24,2014-12-31,"国泰君安证券股份有限公司",2.01,"rptDate=20141231",1.73,"黄春逢",0.161849710982659,433
"550",1,2014-03-07,2013-12-31,"国泰君安证券股份有限公司",1.6,"rptDate=20131231",1.86,"黄春逢",0.139784946236559,-66
"551",1,2014-03-07,2016-12-31,"国泰君安证券股份有限公司",3.04,"rptDate=20161231",NA,"黄春逢",NA,1030
"552",1,2014-03-07,2015-12-31,"国泰君安证券股份有限公司",2.47,"rptDate=20151231",NA,"黄春逢",NA,664
"553",1,2014-03-07,2014-12-31,"国泰君安证券股份有限公司",2,"rptDate=20141231",1.73,"黄春逢",0.15606936416185,299
"554",1,2014-04-23,2014-12-31,"国泰君安证券股份有限公司",2.05,"rptDate=20141231",1.73,"黄春逢",0.184971098265896,252
"555",1,2014-04-23,2016-12-31,"国泰君安证券股份有限公司",3.22,"rptDate=20161231",NA,"黄春逢",NA,983
"556",1,2014-04-23,2015-12-31,"国泰君安证券股份有限公司",2.58,"rptDate=20151231",NA,"黄春逢",NA,617
"557",1,2014-07-15,2014-12-31,"国泰君安证券股份有限公司",1.71,"rptDate=20141231",1.73,"黄春逢",0.0115606936416185,169
"558",1,2014-07-15,2015-12-31,"国泰君安证券股份有限公司",2.15,"rptDate=20151231",NA,"黄春逢",NA,534
"559",1,2014-07-15,2016-12-31,"国泰君安证券股份有限公司",2.68,"rptDate=20161231",NA,"黄春逢",NA,900
"560",1,2014-08-14,2014-12-31,"国泰君安证券股份有限公司",1.71,"rptDate=20141231",1.73,"黄春逢",0.0115606936416185,139
"561",1,2014-08-14,2015-12-31,"国泰君安证券股份有限公司",2.15,"rptDate=20151231",NA,"黄春逢",NA,504
"562",1,2014-08-14,2016-12-31,"国泰君安证券股份有限公司",2.68,"rptDate=20161231",NA,"黄春逢",NA,870
"563",1,2014-10-24,2014-12-31,"国泰君安证券股份有限公司",1.71,"rptDate=20141231",1.73,"黄春逢",0.0115606936416185,68
"564",1,2014-10-24,2015-12-31,"国泰君安证券股份有限公司",2.15,"rptDate=20151231",NA,"黄春逢",NA,433
"565",1,2014-10-24,2016-12-31,"国泰君安证券股份有限公司",2.68,"rptDate=20161231",NA,"黄春逢",NA,799
"566",1,2008-03-20,2008-12-31,"东莞证券有限责任公司",1.62,"rptDate=20081231",0.2,"黄凡",7.1,286
"567",1,2008-04-24,2008-12-31,"东莞证券有限责任公司",1.62,"rptDate=20081231",0.2,"黄凡",7.1,251
"568",1,2008-08-21,2008-12-31,"东莞证券有限责任公司",1.68,"rptDate=20081231",0.2,"黄凡",7.4,132
"569",1,2008-10-24,2008-12-31,"东莞证券有限责任公司",1.82,"rptDate=20081231",0.2,"黄凡",8.1,68
"570",1,2011-10-27,2011-12-31,"东莞证券有限责任公司",2.03,"rptDate=20111231",2.47,"黄凡",0.178137651821863,65
"571",1,2013-08-23,2013-12-31,"中国国际金融有限公司",1.5,"rptDate=20131231",1.86,"黄洁",0.193548387096774,130
"572",1,2013-08-23,2014-12-31,"中国国际金融有限公司",1.72,"rptDate=20141231",1.73,"黄洁",0.00578034682080925,495
"573",1,2013-10-23,2013-12-31,"中国国际金融有限公司",1.65,"rptDate=20131231",1.86,"黄洁",0.112903225806452,69
"574",1,2013-10-23,2014-12-31,"中国国际金融有限公司",1.94,"rptDate=20141231",1.73,"黄洁",0.121387283236994,434
"575",1,2014-03-07,2014-12-31,"中国国际金融有限公司",1.99,"rptDate=20141231",1.73,"黄洁",0.15028901734104,299
"576",1,2014-03-07,2015-12-31,"中国国际金融有限公司",2.36,"rptDate=20151231",NA,"黄洁",NA,664
"577",1,2014-03-07,2013-12-31,"中国国际金融有限公司",1.6,"rptDate=20131231",1.86,"黄洁",0.139784946236559,-66
"578",1,2014-04-24,2014-12-31,"中国国际金融有限公司",2,"rptDate=20141231",1.73,"黄洁",0.15606936416185,251
"579",1,2014-04-24,2015-12-31,"中国国际金融有限公司",2.41,"rptDate=20151231",NA,"黄洁",NA,616
"580",1,2014-07-16,2014-12-31,"中国国际金融有限公司",1.67,"rptDate=20141231",1.73,"黄洁",0.0346820809248555,168
"581",1,2014-07-16,2015-12-31,"中国国际金融有限公司",2.01,"rptDate=20151231",NA,"黄洁",NA,533
"582",1,2014-08-14,2014-12-31,"中国国际金融有限公司",1.67,"rptDate=20141231",1.73,"黄洁",0.0346820809248555,139
"583",1,2014-08-14,2015-12-31,"中国国际金融有限公司",1.99,"rptDate=20151231",NA,"黄洁",NA,504
"584",1,2014-10-24,2014-12-31,"中国国际金融有限公司",1.67,"rptDate=20141231",1.73,"黄洁",0.0346820809248555,68
"585",1,2014-10-24,2015-12-31,"中国国际金融有限公司",1.99,"rptDate=20151231",NA,"黄洁",NA,433
"586",1,2011-04-13,2013-12-31,"宏源证券股份有限公司",3.31,"rptDate=20131231",1.86,"黄立军",0.779569892473118,993
"587",1,2011-04-13,2012-12-31,"宏源证券股份有限公司",2.81,"rptDate=20121231",2.62,"黄立军",0.0725190839694656,628
"588",1,2011-04-13,2011-12-31,"宏源证券股份有限公司",2.49,"rptDate=20111231",2.47,"黄立军",0.00809716599190284,262
"589",1,2011-04-26,2013-12-31,"宏源证券股份有限公司",3.31,"rptDate=20131231",1.86,"黄立军",0.779569892473118,980
"590",1,2011-04-26,2012-12-31,"宏源证券股份有限公司",2.81,"rptDate=20121231",2.62,"黄立军",0.0725190839694656,615
"591",1,2011-04-26,2011-12-31,"宏源证券股份有限公司",2.49,"rptDate=20111231",2.47,"黄立军",0.00809716599190284,249
"592",1,2008-08-21,2010-12-31,"第一创业证券有限责任公司",2.8,"rptDate=20101231",1.91,"黄秋菡",0.465968586387435,862
"593",1,2008-08-21,2008-12-31,"第一创业证券有限责任公司",1.77,"rptDate=20081231",0.2,"黄秋菡",7.85,132
"594",1,2008-08-21,2009-12-31,"第一创业证券有限责任公司",2.33,"rptDate=20091231",1.62,"黄秋菡",0.438271604938272,497
"595",1,2008-10-24,2010-12-31,"第一创业证券有限责任公司",2,"rptDate=20101231",1.91,"黄秋菡",0.0471204188481676,798
"596",1,2008-10-24,2008-12-31,"第一创业证券有限责任公司",1.55,"rptDate=20081231",0.2,"黄秋菡",6.75,68
"597",1,2008-10-24,2009-12-31,"第一创业证券有限责任公司",1.75,"rptDate=20091231",1.62,"黄秋菡",0.0802469135802468,433
"598",1,2009-01-13,2008-12-31,"第一创业证券有限责任公司",0.18,"rptDate=20081231",0.2,"黄秋菡",0.1,-13
"599",1,2009-01-13,2009-12-31,"第一创业证券有限责任公司",1.74,"rptDate=20091231",1.62,"黄秋菡",0.074074074074074,352
"600",1,2009-01-13,2010-12-31,"第一创业证券有限责任公司",2.42,"rptDate=20101231",1.91,"黄秋菡",0.267015706806283,717
"601",1,2010-08-24,2010-12-31,"国海证券有限责任公司",1.89,"rptDate=20101231",1.91,"黄秋菡",0.0104712041884817,129
"602",1,2010-08-24,2011-12-31,"国海证券有限责任公司",2.26,"rptDate=20111231",2.47,"黄秋菡",0.0850202429149799,494
"603",1,2010-09-02,2010-12-31,"国海证券有限责任公司",NA,"rptDate=20101231",1.91,"黄秋菡",NA,120
"604",1,2010-09-02,2011-12-31,"国海证券有限责任公司",NA,"rptDate=20111231",2.47,"黄秋菡",NA,485
"605",1,2008-01-17,2009-12-31,"瑞银证券有限责任公司",2.56,"rptDate=20091231",1.62,"黄淑玲",0.580246913580247,714
"606",1,2008-01-17,2008-12-31,"瑞银证券有限责任公司",1.84,"rptDate=20081231",0.2,"黄淑玲",8.2,349
"607",1,2008-01-17,2007-12-31,"瑞银证券有限责任公司",1.15,"rptDate=20071231",1.27,"黄淑玲",0.094488188976378,-17
"608",1,2008-03-20,2010-12-31,"瑞银证券有限责任公司",3.39,"rptDate=20101231",1.91,"黄淑玲",0.774869109947644,1016
"609",1,2008-03-20,2009-12-31,"瑞银证券有限责任公司",2.57,"rptDate=20091231",1.62,"黄淑玲",0.58641975308642,651
"610",1,2008-03-20,2008-12-31,"瑞银证券有限责任公司",1.84,"rptDate=20081231",0.2,"黄淑玲",8.2,286
"611",1,2013-03-08,2013-12-31,"中国国际金融有限公司",2.4,"rptDate=20131231",1.86,"季宇",0.290322580645161,298
"612",1,2013-03-08,2014-12-31,"中国国际金融有限公司",2.75,"rptDate=20141231",1.73,"季宇",0.589595375722543,663
"613",1,2002-06-28,2002-12-31,"大鹏证券有限责任公司",0.2,"rptDate=20021231",0.22,"贾祖国",0.0909090909090909,186
"614",1,2007-10-23,2007-12-31,"国泰君安证券股份有限公司",1.1,"rptDate=20071231",1.27,"姜洋",0.133858267716535,69
"615",1,2007-10-23,2008-12-31,"国泰君安证券股份有限公司",1.66,"rptDate=20081231",0.2,"姜洋",7.3,435
"616",1,2007-10-23,2009-12-31,"国泰君安证券股份有限公司",2.32,"rptDate=20091231",1.62,"姜洋",0.432098765432099,800
"617",1,2008-04-24,2008-12-31,"国泰君安证券股份有限公司",1.87,"rptDate=20081231",0.2,"姜洋",8.35,251
"618",1,2008-04-24,2010-12-31,"国泰君安证券股份有限公司",3.05,"rptDate=20101231",1.91,"姜洋",0.596858638743455,981
"619",1,2008-04-24,2009-12-31,"国泰君安证券股份有限公司",2.43,"rptDate=20091231",1.62,"姜洋",0.5,616
"620",1,2008-08-22,2008-12-31,"国泰君安证券股份有限公司",1.87,"rptDate=20081231",0.2,"姜洋",8.35,131
"621",1,2008-08-22,2009-12-31,"国泰君安证券股份有限公司",2.43,"rptDate=20091231",1.62,"姜洋",0.5,496
"622",1,2008-08-22,2010-12-31,"国泰君安证券股份有限公司",3.06,"rptDate=20101231",1.91,"姜洋",0.602094240837696,861
"623",1,2008-10-23,2010-12-31,"国泰君安证券股份有限公司",2.68,"rptDate=20101231",1.91,"姜洋",0.403141361256545,799
"624",1,2008-10-23,2008-12-31,"国泰君安证券股份有限公司",1.83,"rptDate=20081231",0.2,"姜洋",8.15,69
"625",1,2008-10-23,2009-12-31,"国泰君安证券股份有限公司",2.23,"rptDate=20091231",1.62,"姜洋",0.376543209876543,434
"626",1,2008-02-28,2007-12-31,"光大证券股份有限公司",1.11,"rptDate=20071231",1.27,"金麟",0.125984251968504,-59
"627",1,2008-02-28,2008-12-31,"光大证券股份有限公司",1.65,"rptDate=20081231",0.2,"金麟",7.25,307
"628",1,2008-02-28,2009-12-31,"光大证券股份有限公司",2.17,"rptDate=20091231",1.62,"金麟",0.339506172839506,672
"629",1,2008-03-20,2010-12-31,"光大证券股份有限公司",2.54,"rptDate=20101231",1.91,"金麟",0.329842931937173,1016
"630",1,2008-03-20,2009-12-31,"光大证券股份有限公司",2,"rptDate=20091231",1.62,"金麟",0.234567901234568,651
"631",1,2008-03-20,2008-12-31,"光大证券股份有限公司",1.62,"rptDate=20081231",0.2,"金麟",7.1,286
"632",1,2008-05-15,2008-12-31,"光大证券股份有限公司",1.73,"rptDate=20081231",0.2,"金麟",7.65,230
"633",1,2008-05-15,2009-12-31,"光大证券股份有限公司",2.07,"rptDate=20091231",1.62,"金麟",0.277777777777778,595
"634",1,2008-05-15,2010-12-31,"光大证券股份有限公司",2.49,"rptDate=20101231",1.91,"金麟",0.303664921465969,960
"635",1,2008-08-20,2008-12-31,"光大证券股份有限公司",1.84,"rptDate=20081231",0.2,"金麟",8.2,133
"636",1,2008-08-20,2010-12-31,"光大证券股份有限公司",2.49,"rptDate=20101231",1.91,"金麟",0.303664921465969,863
"637",1,2008-08-20,2009-12-31,"光大证券股份有限公司",1.96,"rptDate=20091231",1.62,"金麟",0.209876543209876,498
"638",1,2008-10-24,2010-12-31,"光大证券股份有限公司",2.16,"rptDate=20101231",1.91,"金麟",0.130890052356021,798
"639",1,2008-10-24,2008-12-31,"光大证券股份有限公司",1.84,"rptDate=20081231",0.2,"金麟",8.2,68
"640",1,2008-10-24,2009-12-31,"光大证券股份有限公司",1.66,"rptDate=20091231",1.62,"金麟",0.0246913580246912,433
"641",1,2009-01-12,2010-12-31,"光大证券股份有限公司",1.53,"rptDate=20101231",1.91,"金麟",0.198952879581152,718
"642",1,2009-01-12,2008-12-31,"光大证券股份有限公司",1.82,"rptDate=20081231",0.2,"金麟",8.1,-12
"643",1,2009-01-12,2009-12-31,"光大证券股份有限公司",1.4,"rptDate=20091231",1.62,"金麟",0.135802469135803,353
"644",1,2009-04-23,2009-12-31,"光大证券股份有限公司",1.37,"rptDate=20091231",1.62,"金麟",0.154320987654321,252
"645",1,2009-04-23,2010-12-31,"光大证券股份有限公司",1.87,"rptDate=20101231",1.91,"金麟",0.0209424083769633,617
"646",1,2009-04-23,2011-12-31,"光大证券股份有限公司",2.47,"rptDate=20111231",2.47,"金麟",0,982
"647",1,2010-01-26,2010-12-31,"东方证券股份有限公司",NA,"rptDate=20101231",1.91,"金麟",NA,339
"648",1,2010-01-26,2009-12-31,"东方证券股份有限公司",NA,"rptDate=20091231",1.62,"金麟",NA,-26
"649",1,2010-01-26,2011-12-31,"东方证券股份有限公司",NA,"rptDate=20111231",2.47,"金麟",NA,704
"650",1,2010-03-12,2012-12-31,"东方证券股份有限公司",3,"rptDate=20121231",2.62,"金麟",0.145038167938931,1025
"651",1,2010-03-12,2011-12-31,"东方证券股份有限公司",2.5,"rptDate=20111231",2.47,"金麟",0.0121457489878542,659
"652",1,2010-03-12,2010-12-31,"东方证券股份有限公司",2.06,"rptDate=20101231",1.91,"金麟",0.0785340314136126,294
"653",1,2010-04-29,2010-12-31,"东方证券股份有限公司",2.06,"rptDate=20101231",1.91,"金麟",0.0785340314136126,246
"654",1,2010-04-29,2011-12-31,"东方证券股份有限公司",2.5,"rptDate=20111231",2.47,"金麟",0.0121457489878542,611
"655",1,2010-04-29,2012-12-31,"东方证券股份有限公司",3,"rptDate=20121231",2.62,"金麟",0.145038167938931,977
"656",1,2010-08-25,2010-12-31,"东方证券股份有限公司",2.05,"rptDate=20101231",1.91,"金麟",0.0732984293193717,128
"657",1,2010-08-25,2012-12-31,"东方证券股份有限公司",3.02,"rptDate=20121231",2.62,"金麟",0.152671755725191,859
"658",1,2010-08-25,2011-12-31,"东方证券股份有限公司",2.53,"rptDate=20111231",2.47,"金麟",0.0242914979757083,493
"659",1,2010-09-02,2011-12-31,"东方证券股份有限公司",2.53,"rptDate=20111231",2.47,"金麟",0.0242914979757083,485
"660",1,2010-09-02,2012-12-31,"东方证券股份有限公司",3.02,"rptDate=20121231",2.62,"金麟",0.152671755725191,851
"661",1,2010-09-02,2010-12-31,"东方证券股份有限公司",2.05,"rptDate=20101231",1.91,"金麟",0.0732984293193717,120
"662",1,2010-10-28,2012-12-31,"东方证券股份有限公司",3.02,"rptDate=20121231",2.62,"金麟",0.152671755725191,795
"663",1,2010-10-28,2011-12-31,"东方证券股份有限公司",2.53,"rptDate=20111231",2.47,"金麟",0.0242914979757083,429
"664",1,2010-10-28,2010-12-31,"东方证券股份有限公司",2.05,"rptDate=20101231",1.91,"金麟",0.0732984293193717,64
"665",1,2011-02-25,2011-12-31,"东方证券股份有限公司",2.28,"rptDate=20111231",2.47,"金麟",0.0769230769230771,309
"666",1,2011-02-25,2012-12-31,"东方证券股份有限公司",2.53,"rptDate=20121231",2.62,"金麟",0.0343511450381681,675
"667",1,2011-02-25,2013-12-31,"东方证券股份有限公司",2.92,"rptDate=20131231",1.86,"金麟",0.569892473118279,1040
"668",1,2011-04-27,2013-12-31,"东方证券股份有限公司",2.92,"rptDate=20131231",1.86,"金麟",0.569892473118279,979
"669",1,2011-04-27,2012-12-31,"东方证券股份有限公司",2.53,"rptDate=20121231",2.62,"金麟",0.0343511450381681,614
"670",1,2011-04-27,2011-12-31,"东方证券股份有限公司",2.28,"rptDate=20111231",2.47,"金麟",0.0769230769230771,248
"671",1,2011-08-18,2013-12-31,"东方证券股份有限公司",2.92,"rptDate=20131231",1.86,"金麟",0.569892473118279,866
"672",1,2011-08-18,2012-12-31,"东方证券股份有限公司",2.53,"rptDate=20121231",2.62,"金麟",0.0343511450381681,501
"673",1,2011-08-18,2011-12-31,"东方证券股份有限公司",2.28,"rptDate=20111231",2.47,"金麟",0.0769230769230771,135
"674",1,2011-10-26,2013-12-31,"东方证券股份有限公司",3.49,"rptDate=20131231",1.86,"金麟",0.876344086021505,797
"675",1,2011-10-26,2011-12-31,"东方证券股份有限公司",2.68,"rptDate=20111231",2.47,"金麟",0.0850202429149797,66
"676",1,2011-10-26,2012-12-31,"东方证券股份有限公司",2.93,"rptDate=20121231",2.62,"金麟",0.118320610687023,432
"677",1,2012-03-09,2014-12-31,"东方证券股份有限公司",2.75,"rptDate=20141231",1.73,"金麟",0.589595375722543,1027
"678",1,2012-03-09,2013-12-31,"东方证券股份有限公司",2.54,"rptDate=20131231",1.86,"金麟",0.365591397849462,662
"679",1,2012-03-09,2012-12-31,"东方证券股份有限公司",2.45,"rptDate=20121231",2.62,"金麟",0.0648854961832061,297
"680",1,2012-04-26,2014-12-31,"东方证券股份有限公司",2.99,"rptDate=20141231",1.73,"金麟",0.728323699421966,979
"681",1,2012-04-26,2013-12-31,"东方证券股份有限公司",2.72,"rptDate=20131231",1.86,"金麟",0.462365591397849,614
"682",1,2012-04-26,2012-12-31,"东方证券股份有限公司",2.5,"rptDate=20121231",2.62,"金麟",0.0458015267175573,249
"683",1,2012-08-16,2012-12-31,"东方证券股份有限公司",2.5,"rptDate=20121231",2.62,"金麟",0.0458015267175573,137
"684",1,2012-08-16,2013-12-31,"东方证券股份有限公司",2.48,"rptDate=20131231",1.86,"金麟",0.333333333333333,502
"685",1,2012-08-16,2014-12-31,"东方证券股份有限公司",2.58,"rptDate=20141231",1.73,"金麟",0.491329479768786,867
