Stkcd,Rptdt,Fenddt,Ananm,Brokern,Feps
1,2008/10/27,2009/12/31,佘闵华,中信建投证券有限责任公司,2.09
1,2008/10/27,2008/12/31,吴小玲,长城证券有限责任公司,1.71
1,2008/10/27,2009/12/31,吴小玲,长城证券有限责任公司,1.6
1,2008/10/27,2008/12/31,刘晓昶,华泰证券股份有限公司,1.71
1,2008/10/27,2010/12/31,刘晓昶,华泰证券股份有限公司,2.9
1,2008/10/27,2009/12/31,刘晓昶,华泰证券股份有限公司,2.25
1,2008/10/26,2010/12/31,李双武,万联证券有限责任公司,2.13
1,2008/10/26,2009/12/31,李双武,万联证券有限责任公司,1.81
1,2008/10/26,2008/12/31,李双武,万联证券有限责任公司,1.73
1,2008/10/24,2008/12/31,唐亚韫,东北证券股份有限公司,1.45
1,2008/10/24,2010/12/31,"黄飙,谈煊",国信证券有限责任公司,
1,2008/10/24,2009/12/31,朱琰,中信证券股份有限公司,1.63
1,2008/10/24,2010/12/31,黄秋菡,第一创业证券有限责任公司,2
1,2008/10/24,2010/12/31,"邱志承,范坤祥",海通证券股份有限公司,1.57
1,2008/10/24,2010/12/31,朱琰,中信证券股份有限公司,1.79
1,2008/10/24,2010/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/10/24,2010/12/31,聂鸿翔,新时代证券有限责任公司,2.04
1,2008/10/24,2010/12/31,李珊珊,招商证券股份有限公司,2.09
1,2008/10/24,2010/12/31,"金麟,蔡荣",光大证券股份有限公司,2.16
1,2008/10/24,2010/12/31,袁琳,中银国际证券有限责任公司,1.44
1,2008/10/24,2010/12/31,张继袖,渤海证券有限责任公司,1.6
1,2008/10/24,2011/12/31,"邱志承,范坤祥",海通证券股份有限公司,1.92
1,2008/10/24,2009/12/31,张继袖,渤海证券有限责任公司,1.58
1,2008/10/24,2009/12/31,袁琳,中银国际证券有限责任公司,1.79
1,2008/10/24,2009/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/10/24,2009/12/31,聂鸿翔,新时代证券有限责任公司,1.85
1,2008/10/24,2009/12/31,李珊珊,招商证券股份有限公司,1.85
1,2008/10/24,2009/12/31,"邱志承,范坤祥",海通证券股份有限公司,1.47
1,2008/10/24,2008/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/10/24,2008/12/31,李珊珊,招商证券股份有限公司,1.79
1,2008/10/24,2008/12/31,"金麟,蔡荣",光大证券股份有限公司,1.84
1,2008/10/24,2008/12/31,黄秋菡,第一创业证券有限责任公司,1.55
1,2008/10/24,2008/12/31,黄凡,东莞证券有限责任公司,1.82
1,2008/10/24,2008/12/31,"黄飙,谈煊",国信证券有限责任公司,1.74
1,2008/10/24,2008/12/31,朱琰,中信证券股份有限公司,1.5
1,2008/10/24,2008/12/31,"邱志承,范坤祥",海通证券股份有限公司,1.63
1,2008/10/24,2008/12/31,聂鸿翔,新时代证券有限责任公司,1.71
1,2008/10/24,2008/12/31,张继袖,渤海证券有限责任公司,1.72
1,2008/10/24,2008/12/31,袁琳,中银国际证券有限责任公司,1.96
1,2008/10/24,2009/12/31,"黄飙,谈煊",国信证券有限责任公司,1.88
1,2008/10/24,2009/12/31,黄秋菡,第一创业证券有限责任公司,1.75
1,2008/10/24,2009/12/31,"金麟,蔡荣",光大证券股份有限公司,1.66
1,2008/10/24,2009/12/31,唐亚韫,东北证券股份有限公司,1.58
1,2008/10/23,2010/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,2.68
1,2008/10/23,2008/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,1.83
1,2008/10/23,2009/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,2.23
1,2008/9/26,2009/12/31,朱琰,中信证券股份有限公司,1.81
1,2008/9/26,2010/12/31,邱志承,海通证券股份有限公司,1.87
1,2008/9/26,2010/12/31,朱琰,中信证券股份有限公司,1.99
1,2008/9/26,2011/12/31,邱志承,海通证券股份有限公司,2.11
1,2008/9/26,2008/12/31,邱志承,海通证券股份有限公司,1.6
1,2008/9/26,2009/12/31,邱志承,海通证券股份有限公司,1.72
1,2008/9/26,2010/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/9/26,2009/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/9/26,2008/12/31,"毛军华,罗景",中国国际金融有限公司,
1,2008/9/25,2009/12/31,伍永刚,国泰君安证券股份有限公司,
1,2008/9/25,2008/12/31,伍永刚,国泰君安证券股份有限公司,
1,2008/9/25,2008/12/31,李珊珊,招商证券股份有限公司,
1,2008/8/29,2008/12/31,南汉馨,中原证券股份有限公司,1.71
1,2008/8/29,2009/12/31,南汉馨,中原证券股份有限公司,2.26
1,2008/8/26,2009/12/31,余晓宜,广发证券股份有限公司,2.19
1,2008/8/26,2008/12/31,余晓宜,广发证券股份有限公司,1.68
1,2008/8/26,2010/12/31,余晓宜,广发证券股份有限公司,2.74
1,2008/8/25,2010/12/31,"范坤祥,邱志承",海通证券股份有限公司,1.99
1,2008/8/25,2008/12/31,"范坤祥,邱志承",海通证券股份有限公司,1.62
1,2008/8/25,2009/12/31,"范坤祥,邱志承",海通证券股份有限公司,1.78
1,2008/8/23,2008/12/31,王倩,兴业证券股份有限公司,1.52
1,2008/8/23,2010/12/31,王倩,兴业证券股份有限公司,2.58
1,2008/8/23,2009/12/31,王倩,兴业证券股份有限公司,2.03
1,2008/8/22,2008/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,1.87
1,2008/8/22,2009/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,2.43
1,2008/8/22,2010/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,3.06
1,2008/8/21,2010/12/31,尹仲胜,国盛证券有限责任公司,2.2953
1,2008/8/21,2009/12/31,袁琳,中银国际证券有限责任公司,1.79
1,2008/8/21,2009/12/31,"王逸峰,石磊",天相投资顾问有限公司,2.17
1,2008/8/21,2009/12/31,尹仲胜,国盛证券有限责任公司,2.0134
1,2008/8/21,2010/12/31,黄秋菡,第一创业证券有限责任公司,2.8
1,2008/8/21,2010/12/31,袁琳,中银国际证券有限责任公司,1.44
1,2008/8/21,2009/12/31,张继袖,渤海证券有限责任公司,2
1,2008/8/21,2008/12/31,"黄飙,谈煊",国信证券有限责任公司,1.68
1,2008/8/21,2008/12/31,程娇翼,齐鲁证券有限公司,1.71
1,2008/8/21,2008/12/31,黄秋菡,第一创业证券有限责任公司,1.77
1,2008/8/21,2008/12/31,黄凡,东莞证券有限责任公司,1.68
1,2008/8/21,2008/12/31,冯伟,国海证券有限责任公司,1.63
1,2008/8/21,2008/12/31,"王逸峰,石磊",天相投资顾问有限公司,1.69
1,2008/8/21,2008/12/31,张继袖,渤海证券有限责任公司,1.45
1,2008/8/21,2008/12/31,尹仲胜,国盛证券有限责任公司,1.664
1,2008/8/21,2008/12/31,袁琳,中银国际证券有限责任公司,1.96
1,2008/8/21,2009/12/31,"黄飙,谈煊",国信证券有限责任公司,2.05
1,2008/8/21,2009/12/31,程娇翼,齐鲁证券有限公司,2.41
1,2008/8/21,2009/12/31,黄秋菡,第一创业证券有限责任公司,2.33
1,2008/8/21,2009/12/31,冯伟,国海证券有限责任公司,2.2
1,2008/8/21,2008/12/31,刘晓昶,华泰证券股份有限公司,1.72
1,2008/8/20,2008/12/31,高源,安信证券股份有限公司,1.73
1,2008/8/20,2008/12/31,"金麟,蔡荣",光大证券股份有限公司,1.84
1,2008/8/20,2008/12/31,朱琰,中信证券股份有限公司,1.72
1,2008/8/20,2010/12/31,"金麟,蔡荣",光大证券股份有限公司,2.49
1,2008/8/20,2010/12/31,朱琰,中信证券股份有限公司,2.2
1,2008/8/20,2009/12/31,高源,安信证券股份有限公司,2.18
1,2008/8/20,2009/12/31,"金麟,蔡荣",光大证券股份有限公司,1.96
1,2008/8/20,2009/12/31,朱琰,中信证券股份有限公司,1.97
1,2008/7/31,2009/12/31,程娇翼,齐鲁证券有限公司,2.4
1,2008/7/31,2008/12/31,程娇翼,齐鲁证券有限公司,1.7
1,2008/7/25,2008/12/31,南汉馨,中原证券股份有限公司,1.71
1,2008/7/25,2009/12/31,南汉馨,中原证券股份有限公司,2.26
1,2008/6/23,2009/12/31,"黄飙,谈煊",国信证券有限责任公司,2.05
1,2008/6/23,2009/12/31,伍永刚,国泰君安证券股份有限公司,
1,2008/6/23,2008/12/31,伍永刚,国泰君安证券股份有限公司,
1,2008/6/23,2008/12/31,"黄飙,谈煊",国信证券有限责任公司,1.68
1,2008/5/20,2008/12/31,南汉馨,中原证券股份有限公司,1.17
1,2008/5/20,2009/12/31,南汉馨,中原证券股份有限公司,2.26
1,2008/5/15,2008/12/31,李双武,万联证券有限责任公司,1.7
1,2008/5/15,2008/12/31,"毛军华,罗景,范艳瑾",中国国际金融有限公司,1.61
1,2008/5/15,2008/12/31,"金麟,蔡荣",光大证券股份有限公司,1.73
1,2008/5/15,2008/12/31,李珊珊,招商证券股份有限公司,
1,2008/5/15,2009/12/31,"金麟,蔡荣",光大证券股份有限公司,2.07
1,2008/5/15,2009/12/31,"毛军华,罗景,范艳瑾",中国国际金融有限公司,2.07
1,2008/5/15,2010/12/31,"金麟,蔡荣",光大证券股份有限公司,2.49
1,2008/5/14,2008/12/31,伍永刚,国泰君安证券股份有限公司,1.87
1,2008/5/14,2009/12/31,伍永刚,国泰君安证券股份有限公司,2.43
1,2008/4/29,2008/12/31,赵君,西南证券有限责任公司,1.71
1,2008/4/29,2009/12/31,赵君,西南证券有限责任公司,2.17
1,2008/4/24,2008/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,1.87
1,2008/4/24,2008/12/31,"徐然,高钥群",北京高华证券有限责任公司,
1,2008/4/24,2009/12/31,"朱琰,黄飙,谈煊",国信证券有限责任公司,2.35
1,2008/4/24,2009/12/31,"毛军华,罗景,范艳瑾",中国国际金融有限公司,2.07
1,2008/4/24,2009/12/31,李珊珊,招商证券股份有限公司,2.24
1,2008/4/24,2010/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,3.05
1,2008/4/24,2009/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,2.43
1,2008/4/24,2008/12/31,唐亚韫,东北证券股份有限公司,1.78
1,2008/4/24,2008/12/31,"朱琰,黄飙,谈煊",国信证券有限责任公司,1.79
1,2008/4/24,2008/12/31,"符传岿,黄凡",东莞证券有限责任公司,1.62
1,2008/4/24,2008/12/31,李珊珊,招商证券股份有限公司,1.7
1,2008/4/24,2008/12/31,"毛军华,罗景,范艳瑾",中国国际金融有限公司,1.57
1,2008/3/25,2010/12/31,尹仲胜,国盛证券有限责任公司,2.527
1,2008/3/25,2009/12/31,尹仲胜,国盛证券有限责任公司,1.9898
1,2008/3/25,2008/12/31,尹仲胜,国盛证券有限责任公司,1.5792
1,2008/3/25,2008/12/31,胡建军,宏源证券股份有限公司,
1,2008/3/21,2010/12/31,王倩,兴业证券股份有限公司,2.56
1,2008/3/21,2009/12/31,"张攀,石磊",天相投资顾问有限公司,2.14
1,2008/3/21,2010/12/31,冯伟,国海证券有限责任公司,
1,2008/3/21,2008/12/31,冯伟,国海证券有限责任公司,1.7
1,2008/3/21,2008/12/31,王倩,兴业证券股份有限公司,1.51
1,2008/3/21,2009/12/31,冯伟,国海证券有限责任公司,2.29
1,2008/3/21,2009/12/31,王倩,兴业证券股份有限公司,2.02
1,2008/3/21,2008/12/31,"张攀,石磊",天相投资顾问有限公司,1.63
1,2008/3/21,2008/12/31,张景,中国民族证券有限责任公司,1.54
1,2008/3/21,2009/12/31,张景,中国民族证券有限责任公司,1.95
1,2008/3/20,2009/12/31,赵娜,东海证券有限责任公司,2.14
1,2008/3/20,2010/12/31,"金麟,蔡荣",光大证券股份有限公司,2.54
1,2008/3/20,2010/12/31,"王瑶平,黄淑玲",瑞银证券有限责任公司,3.39
1,2008/3/20,2010/12/31,袁琳,中银国际证券有限责任公司,2.3
1,2008/3/20,2009/12/31,袁琳,中银国际证券有限责任公司,2.09
1,2008/3/20,2009/12/31,"朱琰,黄飙",国信证券有限责任公司,2.35
1,2008/3/20,2009/12/31,"王瑶平,黄淑玲",瑞银证券有限责任公司,2.57
1,2008/3/20,2009/12/31,"金麟,蔡荣",光大证券股份有限公司,2
1,2008/3/20,2009/12/31,李珊珊,招商证券股份有限公司,2.26
1,2008/3/20,2008/12/31,赵娜,东海证券有限责任公司,1.65
1,2008/3/20,2008/12/31,"符传岿,黄凡",东莞证券有限责任公司,1.62
1,2008/3/20,2008/12/31,"金麟,蔡荣",光大证券股份有限公司,1.62
1,2008/3/20,2008/12/31,"朱琰,黄飙",国信证券有限责任公司,1.79
1,2008/3/20,2008/12/31,李珊珊,招商证券股份有限公司,1.7
1,2008/3/20,2007/12/31,"朱琰,黄飙",国信证券有限责任公司,
1,2008/3/20,2008/12/31,"王瑶平,黄淑玲",瑞银证券有限责任公司,1.84
1,2008/3/20,2008/12/31,袁琳,中银国际证券有限责任公司,1.76
1,2008/3/20,2008/12/31,刘晓昶,华泰证券股份有限公司,1.77
1,2008/3/20,2009/12/31,刘晓昶,华泰证券股份有限公司,2.41
1,2008/3/19,2009/12/31,高源,安信证券股份有限公司,2.25
1,2008/3/19,2008/12/31,高源,安信证券股份有限公司,1.51
1,2008/3/14,2008/12/31,陆雪,第一创业证券有限责任公司,1.53
1,2008/3/14,2008/12/31,"朱琰,黄飙",国信证券有限责任公司,2
1,2008/3/14,2009/12/31,陆雪,第一创业证券有限责任公司,2.11
1,2008/3/5,2008/12/31,伍永刚,国泰君安证券股份有限公司,1.784
1,2008/3/5,2008/12/31,"朱琰,黄飙",国信证券有限责任公司,2
1,2008/3/5,2007/12/31,陈瑾,长城证券有限责任公司,1.15
1,2008/3/5,2008/12/31,陈瑾,长城证券有限责任公司,1.58
1,2008/2/28,2007/12/31,金麟,光大证券股份有限公司,1.11
1,2008/2/28,2008/12/31,金麟,光大证券股份有限公司,1.65
1,2008/2/28,2009/12/31,金麟,光大证券股份有限公司,2.17
1,2008/1/18,2008/12/31,"李珊珊,罗毅",招商证券股份有限公司,1.71
1,2008/1/18,2009/12/31,"李珊珊,罗毅",招商证券股份有限公司,2.22
1,2008/1/18,2007/12/31,"李珊珊,罗毅",招商证券股份有限公司,1.16
1,2008/1/17,2009/12/31,"王瑶平,黄淑玲",瑞银证券有限责任公司,2.56
1,2008/1/17,2008/12/31,"王瑶平,黄淑玲",瑞银证券有限责任公司,1.84
1,2008/1/17,2007/12/31,"王瑶平,黄淑玲",瑞银证券有限责任公司,1.15
1,2007/12/24,2007/12/31,陆雪,第一创业证券有限责任公司,1.58
1,2007/12/24,2008/12/31,陆雪,第一创业证券有限责任公司,2.2
1,2007/12/18,2008/12/31,胡建军,宏源证券股份有限公司,1.64
1,2007/12/18,2007/12/31,胡建军,宏源证券股份有限公司,1.07
1,2007/12/18,2009/12/31,胡建军,宏源证券股份有限公司,2.25
1,2007/12/17,2009/12/31,"王倩,郭锐",兴业证券股份有限公司,1.87
1,2007/12/17,2008/12/31,"王倩,郭锐",兴业证券股份有限公司,1.31
1,2007/12/17,2007/12/31,"王倩,郭锐",兴业证券股份有限公司,0.89
1,2007/12/3,2007/12/31,"李珊珊,罗毅",招商证券股份有限公司,1.02
1,2007/12/3,2008/12/31,"张攀,石磊",天相投资顾问有限公司,
1,2007/12/3,2009/12/31,"李珊珊,罗毅",招商证券股份有限公司,2.19
1,2007/12/3,2008/12/31,"李珊珊,罗毅",招商证券股份有限公司,1.66
1,2007/12/3,2007/12/31,"张攀,石磊",天相投资顾问有限公司,
1,2007/12/3,2008/12/31,"范艳瑾,毛军华",中国国际金融有限公司,1.48
1,2007/12/3,2007/12/31,"朱琰,黄飙",国信证券有限责任公司,
1,2007/12/3,2008/12/31,"朱琰,黄飙",国信证券有限责任公司,
1,2007/12/3,2007/12/31,"范艳瑾,毛军华",中国国际金融有限公司,1
1,2007/12/3,2007/12/31,贺晟,长江证券股份有限公司,1.1444
1,2007/12/3,2008/12/31,贺晟,长江证券股份有限公司,2.06
1,2007/12/2,2007/12/31,高源,安信证券股份有限公司,1.08
1,2007/12/2,2008/12/31,高源,安信证券股份有限公司,1.4
1,2007/12/2,2009/12/31,高源,安信证券股份有限公司,2.27
1,2007/10/25,2009/12/31,陆雪,第一创业证券有限责任公司,2.2
1,2007/10/25,2008/12/31,陆雪,第一创业证券有限责任公司,1.58
1,2007/10/25,2007/12/31,陆雪,第一创业证券有限责任公司,1.28
1,2007/10/23,2007/12/31,陈瑾,长城证券有限责任公司,1.19
1,2007/10/23,2007/12/31,"范艳瑾,毛军华",中国国际金融有限公司,1
1,2007/10/23,2007/12/31,"励雅敏,胡浩平,姚晨曦",申银万国证券股份有限公司,1.14
1,2007/10/23,2007/12/31,"李珊珊,罗毅",招商证券股份有限公司,1.12
1,2007/10/23,2008/12/31,陈瑾,长城证券有限责任公司,1.62
1,2007/10/23,2007/12/31,"张攀,石磊",天相投资顾问有限公司,1.15
1,2007/10/23,2007/12/31,"朱琰,黄飙",国信证券有限责任公司,1.2
1,2007/10/23,2007/12/31,余晓宜,广发证券股份有限公司,1.07
1,2007/10/23,2007/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,1.1
1,2007/10/23,2007/12/31,袁琳,中银国际证券有限责任公司,1.17
1,2007/10/23,2008/12/31,"范艳瑾,毛军华",中国国际金融有限公司,1.48
1,2007/10/23,2008/12/31,"励雅敏,胡浩平,姚晨曦",申银万国证券股份有限公司,1.77
1,2007/10/23,2008/12/31,"李珊珊,罗毅",招商证券股份有限公司,1.81
1,2007/10/23,2008/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,1.66
1,2007/10/23,2008/12/31,袁琳,中银国际证券有限责任公司,1.84
1,2007/10/23,2008/12/31,"朱琰,黄飙",国信证券有限责任公司,2
1,2007/10/23,2008/12/31,余晓宜,广发证券股份有限公司,1.59
1,2007/10/23,2009/12/31,袁琳,中银国际证券有限责任公司,2.1
1,2007/10/23,2009/12/31,"伍永刚,姜洋",国泰君安证券股份有限公司,2.32
1,2007/10/23,2009/12/31,"张攀,石磊",天相投资顾问有限公司,2.33
1,2007/10/23,2009/12/31,"励雅敏,胡浩平,姚晨曦",申银万国证券股份有限公司,2.84
1,2007/10/23,2008/12/31,"张攀,石磊",天相投资顾问有限公司,1.78
1,2007/10/23,2009/12/31,余晓宜,广发证券股份有限公司,2.07
1,2007/10/23,2007/12/31,刘晓昶,华泰证券股份有限公司,1.22
1,2007/10/23,2009/12/31,刘晓昶,华泰证券股份有限公司,2.4
1,2007/10/23,2008/12/31,刘晓昶,华泰证券股份有限公司,1.8
1,2007/10/22,2009/12/31,"王倩,郭锐",兴业证券股份有限公司,2.34
1,2007/10/22,2008/12/31,"王倩,郭锐",兴业证券股份有限公司,1.59
1,2007/10/22,2008/12/31,高源,安信证券股份有限公司,1.36
1,2007/10/22,2007/12/31,"王倩,郭锐",兴业证券股份有限公司,0.93
1,2007/10/22,2007/12/31,高源,安信证券股份有限公司,1.08
1,2007/10/15,2008/12/31,"朱琰,黄飙",国信证券有限责任公司,1.87
1,2007/10/15,2007/12/31,"朱琰,黄飙",国信证券有限责任公司,1.12
1,2007/10/9,2007/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,1.06
1,2007/10/9,2008/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,1.6
1,2007/10/9,2009/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,2.25
1,2007/10/8,2007/12/31,郭敏,上海证券有限责任公司,1.07
1,2007/10/8,2008/12/31,郭敏,上海证券有限责任公司,1.7
1,2007/8/17,2009/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,
1,2007/8/17,2010/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,
1,2007/8/17,2008/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,
1,2007/8/17,2007/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,
1,2007/8/16,2008/12/31,"朱琰,李珊珊",国信证券有限责任公司,
1,2007/8/16,2007/12/31,"朱琰,李珊珊",国信证券有限责任公司,
1,2007/8/15,2008/12/31,高源,安信证券股份有限公司,1.37
1,2007/8/15,2007/12/31,高源,安信证券股份有限公司,1.21
1,2007/6/20,2009/12/31,"任壮,王倩",兴业证券股份有限公司,1.95
1,2007/6/20,2008/12/31,"任壮,王倩",兴业证券股份有限公司,1.35
1,2007/6/20,2007/12/31,"任壮,王倩",兴业证券股份有限公司,0.91
1,2007/6/19,2009/12/31,伍永刚,国泰君安证券股份有限公司,1.92
1,2007/6/19,2007/12/31,伍永刚,国泰君安证券股份有限公司,0.93
1,2007/6/19,2008/12/31,伍永刚,国泰君安证券股份有限公司,1.38
1,2007/5/17,2007/12/31,"任壮,王倩",兴业证券股份有限公司,0.86
1,2007/5/16,2007/12/31,余晓宜,广发证券股份有限公司,0.86
1,2007/3/23,2009/12/31,余晓宜,广发证券股份有限公司,1.58
1,2007/3/23,2008/12/31,余晓宜,广发证券股份有限公司,1.27
1,2007/3/23,2007/12/31,余晓宜,广发证券股份有限公司,0.91
1,2007/3/22,2008/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,1.38
1,2007/3/22,2009/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,1.8
1,2007/3/22,2008/12/31,"胡浩平,励雅敏",申银万国证券股份有限公司,1.27
1,2007/3/22,2007/12/31,"伍永刚,章锦涛",国泰君安证券股份有限公司,1
1,2007/3/22,2007/12/31,"朱琰,李珊珊",国信证券有限责任公司,0.94
1,2007/3/22,2007/12/31,"胡浩平,励雅敏",申银万国证券股份有限公司,0.85
1,2007/2/5,2007/12/31,伍永刚,国泰君安证券股份有限公司,0.98
1,2007/2/5,2008/12/31,伍永刚,国泰君安证券股份有限公司,1.28
1,2007/2/5,2006/12/31,伍永刚,国泰君安证券股份有限公司,0.71
1,2006/11/6,2006/12/31,"何媛媛,佘闵华",中信建投证券有限责任公司,0.55
1,2006/11/6,2007/12/31,"何媛媛,佘闵华",中信建投证券有限责任公司,0.57
1,2006/11/6,2008/12/31,"何媛媛,佘闵华",中信建投证券有限责任公司,0.63
1,2006/10/27,2007/12/31,余晓宜,广发证券股份有限公司,0.63
1,2006/10/27,2008/12/31,余晓宜,广发证券股份有限公司,0.75
1,2006/10/27,2006/12/31,余晓宜,广发证券股份有限公司,0.51
1,2006/10/26,2007/12/31,范艳瑾,中国国际金融有限公司,0.72
1,2006/10/26,2006/12/31,范艳瑾,中国国际金融有限公司,0.53
1,2006/10/13,2007/12/31,伍永刚,国泰君安证券股份有限公司,0.596
1,2006/10/13,2006/12/31,伍永刚,国泰君安证券股份有限公司,0.431
1,2006/8/23,2007/12/31,余晓宜,广发证券股份有限公司,0.37
1,2006/8/23,2008/12/31,余晓宜,广发证券股份有限公司,0.44
1,2006/8/23,2006/12/31,余晓宜,广发证券股份有限公司,0.3
1,2006/8/17,2007/12/31,钱锟,长江证券有限责任公司,
1,2006/8/17,2006/12/31,钱锟,长江证券有限责任公司,
1,2006/7/4,2006/12/31,伍永刚,国泰君安证券股份有限公司,0.356
1,2006/7/4,2007/12/31,伍永刚,国泰君安证券股份有限公司,0.476
1,2006/6/15,2007/12/31,范艳瑾,中国国际金融有限公司,0.36
1,2006/6/15,2006/12/31,范艳瑾,中国国际金融有限公司,0.24
1,2006/6/12,2007/12/31,余晓宜,广发证券股份有限公司,0.27
1,2006/6/12,2006/12/31,余晓宜,广发证券股份有限公司,0.23
1,2006/6/12,2008/12/31,余晓宜,广发证券股份有限公司,0.33
1,2006/5/30,2006/12/31,唐亚韫,东北证券股份有限公司,0.24
1,2006/5/30,2007/12/31,唐亚韫,东北证券股份有限公司,0.33
1,2006/5/28,2006/12/31,伍永刚,国泰君安证券股份有限公司,0.25
1,2006/5/28,2007/12/31,伍永刚,国泰君安证券股份有限公司,0.34
1,2006/4/27,2007/12/31,余晓宜,广发证券股份有限公司,0.27
1,2006/4/27,2008/12/31,余晓宜,广发证券股份有限公司,0.33
1,2006/4/27,2006/12/31,余晓宜,广发证券股份有限公司,0.23
1,2006/4/19,2007/12/31,李文,世纪证券有限责任公司,
1,2006/4/19,2006/12/31,李文,世纪证券有限责任公司,
1,2006/4/10,2006/12/31,唐亚韫,东北证券股份有限公司,0.22
1,2006/4/10,2007/12/31,唐亚韫,东北证券股份有限公司,0.28
1,2006/4/4,2008/12/31,余晓宜,广发证券股份有限公司,0.33
1,2006/4/4,2007/12/31,余晓宜,广发证券股份有限公司,0.27
1,2006/4/4,2006/12/31,余晓宜,广发证券股份有限公司,0.23
1,2006/3/8,2006/12/31,杨青丽,中信证券股份有限公司,
1,2006/3/8,2005/12/31,杨青丽,中信证券股份有限公司,
1,2006/2/22,2005/12/31,罗毅,招商证券股份有限公司,
1,2006/2/22,2006/12/31,罗毅,招商证券股份有限公司,
1,2006/2/14,2005/12/31,"何媛媛,佘闵华",中信建投证券有限责任公司,
1,2006/1/11,2005/12/31,李文,世纪证券有限责任公司,
1,2006/1/11,2006/12/31,李文,世纪证券有限责任公司,
1,2005/11/6,2008/12/31,"何媛媛,佘闵华",中信建投证券有限责任公司,0.63
1,2005/11/6,2007/12/31,"何媛媛,佘闵华",中信建投证券有限责任公司,0.57
1,2005/11/6,2006/12/31,"何媛媛,佘闵华",中信建投证券有限责任公司,0.55
1,2005/11/1,2007/12/31,余晓宜,广发证券股份有限公司,0.25
1,2005/11/1,2006/12/31,余晓宜,广发证券股份有限公司,0.23
1,2005/11/1,2005/12/31,余晓宜,广发证券股份有限公司,0.21
1,2005/9/29,2006/12/31,佘闵华,华夏证券股份有限公司,0.25
1,2005/9/29,2005/12/31,佘闵华,华夏证券股份有限公司,0.18
1,2005/8/19,2005/12/31,刘晓昶,华泰证券股份有限公司,0.17
1,2005/8/19,2006/12/31,刘晓昶,华泰证券股份有限公司,0.21
1,2005/8/19,2007/12/31,刘晓昶,华泰证券股份有限公司,0.26
1,2005/7/31,2007/12/31,余晓宜,广发证券股份有限公司,0.27
1,2005/7/31,2005/12/31,余晓宜,广发证券股份有限公司,0.09
1,2005/7/31,2006/12/31,余晓宜,广发证券股份有限公司,0.17
1,2005/5/9,2007/12/31,朱琰,国信证券有限责任公司,0.15
1,2005/5/9,2006/12/31,朱琰,国信证券有限责任公司,0.13
1,2005/5/9,2005/12/31,朱琰,国信证券有限责任公司,0.09
1,2004/8/18,2006/12/31,王喆,宏源证券股份有限公司,0.23
1,2004/8/18,2005/12/31,王喆,宏源证券股份有限公司,0.19
1,2004/8/18,2004/12/31,王喆,宏源证券股份有限公司,0.24
1,2004/6/29,2004/12/31,伍永刚,国泰君安证券股份有限公司,0.217
1,2004/6/29,2005/12/31,伍永刚,国泰君安证券股份有限公司,0.28
1,2004/4/15,2004/12/31,励雅敏,申银万国证券股份有限公司,0.18
1,2004/4/15,2005/12/31,励雅敏,申银万国证券股份有限公司,0.21
1,2004/4/15,2005/12/31,伍永刚,国泰君安证券股份有限公司,0.298
1,2004/4/15,2004/12/31,伍永刚,国泰君安证券股份有限公司,0.246
1,2004/3/29,2004/12/31,余晓宜,广发证券股份有限公司,0.2
1,2003/6/4,2003/12/31,张耕耘,中信证券股份有限公司,0.28
1,2003/4/4,2003/12/31,秦月星,南方证券股份有限公司,0.29
1,2002/7/18,2002/12/31,杨青丽,国泰君安证券股份有限公司,0.301
1,2002/6/28,2002/12/31,贾祖国,大鹏证券有限责任公司,0.2
