H_wage,Female,Black,Edu,Exp,Married
12.5,0,0,12,16,1
10,0,0,16,26,0
5.2083,1,0,13,29,0
7,0,0,16,6,0
8,1,0,18,2,1
4.5,1,0,12,8,0
10.5,1,0,16,12,1
12.5,0,0,16,22,0
10.2,1,0,12,11,1
11.25,0,0,11,34,1
37.5,0,0,14,22,1
14,1,0,12,28,0
23.75,0,0,18,19,1
8,1,0,12,23,1
13,0,0,16,20,1
6.0938,1,0,12,39,1
7.4,1,0,14,11,1
8.3333,0,0,18,23,1
12.59,1,0,15,5,1
3.65,1,0,8,42,1
5.2,1,0,9,17,1
7.5,0,0,12,18,1
9.125,1,0,16,14,0
4.5,1,0,12,13,1
6,0,0,12,17,1
18,0,0,14,19,1
8.7455,0,0,12,26,1
16.25,0,0,12,41,1
6,0,0,12,19,1
5,1,0,12,26,1
13.45,0,0,16,18,1
4.1,1,0,13,10,1
15,0,0,14,30,1
15,0,0,16,35,1
9.75,1,0,14,30,1
6.9444,0,0,12,37,1
9.55,0,0,12,17,0
18.125,0,0,12,37,1
14.9,0,1,18,24,0
7.3333,1,1,18,7,1
9,1,1,12,27,0
15,0,1,15,15,1
15,0,1,7,20,0
15,1,1,12,28,1
6.25,1,1,12,35,0
38.46,0,0,18,22,0
25.6,1,0,18,12,0
19.7,1,1,18,15,0
8.73,1,1,13,37,0
9.6,0,1,18,22,0
9.3,0,0,11,39,1
17.5,1,0,18,28,1
5,1,0,12,22,1
9.55,0,0,12,23,1
14.5,0,0,12,10,1
9.18,1,0,12,25,1
3.29,0,0,12,14,1
10,1,0,12,17,1
7.5,1,0,12,10,1
21,0,0,15,24,1
10.48,1,0,12,24,1
10,1,0,12,39,1
10,1,0,12,10,0
12.6111,1,0,16,24,1
6.4,0,0,12,24,1
5.5,1,0,12,17,0
5.5,1,0,12,11,1
7.87,1,0,12,37,0
18,1,0,18,18,0
12.5,0,0,18,15,0
4.26,0,0,12,18,1
16.62,0,0,12,11,1
33.3333,0,0,12,27,1
20,0,0,16,27,1
10.3,0,0,14,15,1
10,1,0,12,15,1
21.25,0,0,14,35,1
5,0,0,11,10,0
19.25,1,0,12,17,1
23.45,0,0,14,21,1
19.5,1,0,14,11,0
5,1,0,12,28,0
7.5,0,0,12,35,0
11,0,0,13,26,1
6.5,1,0,12,18,1
21.8182,0,0,18,19,1
16.875,1,0,12,11,1
10.95,1,0,13,11,1
6,0,0,12,11,1
14.8,0,0,16,27,1
11.25,1,1,12,30,0
12.5,1,0,14,17,1
12.575,1,0,12,19,0
15.625,1,0,12,12,1
12.6,1,1,14,15,0
7.6923,0,0,16,16,1
28,0,0,12,11,0
9.375,1,0,12,31,1
25,1,0,16,7,0
6.88,1,0,12,24,1
4.25,1,0,12,19,0
5.5,0,0,12,40,0
9.57,1,0,14,13,1
16.75,0,0,18,11,1
8.25,1,0,16,6,0
6,1,0,6,21,0
9,1,0,14,28,1
42.7333,0,0,16,36,1
9.625,1,1,14,14,0
6.5,1,1,12,8,0
5.5,1,0,14,6,0
5,0,0,12,9,0
17.775,0,0,14,28,1
18.01,0,0,12,21,1
30,1,0,18,18,1
17,0,0,18,9,1
11.5,0,0,12,14,1
6.25,1,0,9,11,1
24.1667,1,0,14,9,0
9.575,1,0,12,16,1
7.68,0,1,12,41,1
21.64,1,0,14,12,0
11.73,1,0,11,19,1
5.25,0,1,10,16,1
9.5,1,0,12,33,0
22.5,1,0,16,20,1
19,0,0,14,9,0
14.27,1,0,12,39,0
40,0,0,14,22,1
5,1,0,6,29,1
15.5556,0,0,14,9,1
25,0,0,16,17,1
48.075,0,0,16,12,1
16.34,0,0,16,14,0
13,0,0,16,15,1
5.7292,0,0,13,17,0
22.2222,1,0,13,16,1
15.34,0,0,12,17,0
6.4364,0,0,12,8,1
14,0,0,16,29,1
9,1,0,15,27,1
22,0,0,15,12,1
13,0,0,0,35,1
19.57,1,0,16,16,1
10,0,0,8,37,1
11.1111,0,0,18,13,1
38.46,0,0,18,35,1
8.5,1,0,12,31,1
24.05,1,0,15,12,0
4.75,1,0,5,43,1
22.6445,1,0,14,6,0
8,1,0,14,7,0
4.35,1,0,12,13,1
21.2766,0,0,16,36,1
8.15,1,0,16,28,0
4.5,1,0,12,26,1
6.5,0,0,3,46,1
8.88,1,0,12,16,0
12.5,0,0,12,21,0
16.5581,0,0,18,9,1
16.25,0,0,16,19,1
4.75,1,0,13,30,1
6.98,1,1,12,16,1
17.5,0,0,18,8,1
7.5,1,0,12,26,1
11,0,0,12,38,1
11.25,1,0,14,11,0
15.1,0,0,12,14,1
9.16,0,0,12,13,0
4.25,1,0,12,9,0
8.75,1,0,12,15,1
11.875,0,0,12,15,1
4,0,0,14,12,1
12,1,0,12,11,0
15,1,0,12,33,1
8.3333,1,0,12,10,1
30,0,0,12,30,1
6.6667,0,0,12,10,0
8.95,1,0,13,18,1
3.75,1,0,12,12,1
4,1,0,12,28,0
9,1,0,13,20,1
8,0,0,12,19,1
14.2857,1,0,12,31,0
11.4286,1,0,12,29,0
18.1818,0,0,16,13,1
32.1428,1,0,12,37,1
16,1,0,12,40,0
8.125,1,1,12,9,0
25.7143,1,0,16,27,1
10.31,0,1,12,15,1
13.125,1,1,18,28,1
8.75,1,1,14,7,1
5,1,0,11,27,1
4.25,0,0,12,30,0
16.76,0,0,12,32,1
34,0,0,18,9,1
5.5,0,0,5,18,1
4.65,0,0,4,30,0
8,1,1,13,12,0
17.5,0,0,12,14,1
15.5556,1,0,16,19,0
18,0,0,16,9,0
18,0,0,18,11,0
18,1,1,12,28,0
12.3684,1,0,12,8,1
27.4375,0,0,18,33,1
19.175,1,0,12,21,0
15,1,0,7,27,0
16.0714,0,0,18,24,1
15,0,0,13,11,0
6,0,1,12,20,0
10,0,0,14,11,1
20.5128,1,0,15,26,0
12.5,0,0,14,25,1
5,1,0,12,41,0
11.4286,0,0,6,38,0
5.5,1,0,12,36,1
9.5,0,0,15,5,0
5,1,0,12,22,1
25,0,0,16,15,1
12.6,1,0,14,6,1
17,1,0,14,10,1
5,1,0,12,41,0
15,1,0,12,30,1
6.0606,1,0,18,3,0
20,1,0,13,11,1
12,0,0,12,10,1
19,0,0,12,21,1
19.7368,1,0,18,33,1
12.5,0,0,14,18,1
6,1,0,11,30,1
5.95,1,0,12,30,1
6.75,1,0,12,34,1
11,0,0,12,19,1
8.7,0,0,10,17,1
5,1,0,12,15,0
8.7838,1,0,14,14,1
12,0,0,15,33,1
9.57,0,1,12,25,0
11.1111,1,0,12,18,1
20.2,0,0,16,26,1
14,0,0,12,22,1
6,0,0,12,11,1
10.5263,1,0,12,9,1
12,1,1,13,22,1
10,0,0,12,22,1
8,1,0,14,8,1
6.31,1,0,12,21,1
8.75,0,0,18,29,1
12,1,0,12,17,1
22.15,0,0,12,40,0
16,0,0,12,17,0
10.5,0,0,12,25,0
8.75,0,0,12,12,1
4.3,0,1,12,30,0
6.5,1,0,12,26,1
14.39,1,1,14,10,0
6.75,1,0,16,14,1
5.75,0,1,12,24,1
6.7714,0,0,9,16,1
4.87,1,0,14,16,1
5,1,0,16,16,1
13,0,0,12,9,1
16.3636,0,0,16,13,1
4.25,1,0,12,21,1
6,1,0,9,34,1
9.26,0,1,12,14,0
5,0,1,8,43,1
25,0,0,18,16,1
11.5,0,1,14,6,0
10.2564,1,1,14,25,0
30.48,0,0,15,14,0
10.875,1,0,13,11,1
5.8182,0,0,14,6,1
15.38,0,0,18,18,1
6.25,1,1,12,11,0
4.85,1,0,12,8,1
7.25,1,0,14,8,0
6.25,1,0,12,10,1
12.5,1,0,12,37,1
13.46,1,0,13,17,0
8.5,1,0,10,11,1
10.53,1,0,12,18,1
3.3667,1,0,13,14,1
11.55,0,0,12,9,0
20.9773,0,0,16,32,1
1.7677,1,1,14,19,0
5,0,0,12,18,1
9,0,0,12,26,0
6.25,0,1,13,23,1
10,0,0,14,29,1
22,0,1,14,22,0
4.68,1,0,12,13,1
7.125,1,0,12,14,1
6.5,1,0,18,16,1
10.25,1,0,12,21,1
48.075,0,0,16,29,0
13.125,0,0,16,8,0
4,0,0,12,20,1
9,0,0,12,32,1
5.5,0,0,6,37,1
10.25,0,0,14,7,1
3.125,0,1,12,30,1
12.5,1,1,18,22,1
12.5,0,1,12,35,1
4.5,1,0,12,20,0
7.67,0,0,10,37,1
4.5,1,0,12,25,1
5.88,1,0,17,32,0
7,0,0,12,24,1
11.8,0,1,14,31,1
9.44,1,0,12,12,1
9.375,1,1,16,16,0
25,1,0,16,16,1
17,0,0,12,21,1
12,0,0,12,34,1
8.75,1,0,12,13,1
9,0,0,12,14,0
11.359,1,0,12,10,0
12.8571,0,1,12,8,0
12.31,1,0,16,30,0
10,0,0,13,15,1
7.75,0,0,12,17,1
9.59,0,0,12,38,1
15,1,0,18,27,1
10.875,0,0,16,5,1
6.5,1,0,12,15,1
14,0,0,12,28,1
7.5,0,0,9,18,0
18.125,0,0,17,21,1
7.5,0,0,15,18,0
8.28,1,0,12,17,1
17,1,0,16,23,1
16.5,1,0,17,13,1
4.75,1,0,12,9,0
3.75,0,0,12,30,1
8,0,0,12,20,1
25,0,0,17,17,1
5,0,0,12,31,1
25,0,0,14,6,0
6.75,1,0,12,36,1
13.125,1,0,12,33,1
15,0,0,13,11,1
15,0,0,14,35,1
10,0,0,16,20,1
8,0,0,12,39,0
6.5,1,0,16,15,1
5,0,0,8,14,0
8.5714,1,0,16,4,1
6.9,1,0,12,21,1
7.45,1,0,12,18,0
10,0,0,12,8,0
4,1,0,12,9,1
9.52,1,0,12,33,1
16,0,0,16,11,1
13.68,0,0,12,13,1
6.25,1,0,12,14,1
15,0,1,15,14,1
9.2105,1,0,12,31,1
11.1111,0,0,14,17,1
15.38,0,0,12,21,1
13.85,0,0,12,18,1
11.25,0,0,11,22,1
12.5,1,0,10,43,0
8,1,0,12,10,0
16.5,0,1,13,34,0
9.1053,1,0,18,25,1
13.45,1,0,12,24,1
6.6,0,0,3,32,0
26.05,0,0,14,22,1
36,0,0,18,29,1
14.425,0,0,16,7,0
13.76,1,0,18,10,1
20,1,0,18,24,1
19.9714,0,1,18,9,1
7,0,0,15,5,0
21.0526,1,1,12,23,0
12.5,1,1,12,22,1
6,0,1,9,14,0
10,1,0,12,38,1
25,0,0,18,26,1
7,1,1,16,14,0
28,0,0,16,12,1
11,1,0,12,10,0
4.1667,1,0,12,15,0
13.175,1,0,14,32,0
21.4286,0,0,18,12,1
8.2,1,0,12,30,0
18,0,0,12,33,1
10,1,1,14,22,1
25,0,0,16,23,1
15.46,0,0,11,27,1
13,0,1,12,40,1
5,0,0,12,21,1
15.4167,0,0,14,16,0
10.8333,0,0,17,14,1
11.8421,1,0,15,35,1
18.67,1,0,12,34,1
18.75,0,0,16,8,1
9.0909,0,0,17,21,0
15,0,0,12,32,1
8.25,1,0,12,8,0
8.75,1,0,12,28,1
11,0,0,12,10,1
7.15,0,0,9,28,1
11.3,0,0,14,7,1
8.78,1,0,16,7,1
5.125,1,0,12,9,0
12.5,1,0,14,7,1
6.6,1,0,12,20,1
9.74,0,0,12,9,1
6,0,0,8,26,0
10.25,1,0,12,15,1
9.25,1,0,12,25,0
13,0,0,12,15,1
15,0,0,11,39,1
7.5,1,1,12,34,1
10,1,0,14,10,0
6.5,1,0,12,31,0
48.075,0,0,13,34,1
5,1,0,12,18,1
8.25,1,0,14,12,1
25,1,0,18,23,1
6,1,0,11,23,1
8,1,0,10,34,0
8.5,1,0,12,13,1
5.35,1,0,10,37,1
8.35,1,0,13,11,1
7.45,0,1,12,10,0
22.5,0,0,18,5,1
5.3,1,1,12,11,0
9.5,0,0,12,11,1
15.85,0,0,16,9,1
20.625,0,0,12,34,1
7.8,0,0,12,10,1
10,1,0,16,18,0
28.125,0,0,18,19,0
17.775,1,0,12,31,1
7.5,1,0,12,35,1
6.5,1,0,12,14,1
10,0,0,17,27,0
4.9,1,0,12,37,0
16.31,1,0,12,17,1
5.5,1,0,13,16,1
6,0,0,12,34,0
9.25,1,0,12,31,0
13.5,1,0,12,13,1
6.5,0,0,12,20,0
7.6857,0,0,14,24,0
11.25,1,0,12,22,1
13.925,0,0,12,15,1
9.06,1,0,15,17,1
8.1,1,0,12,36,1
16.5,1,0,18,17,0
14.5,1,0,18,12,1
6.85,0,0,14,19,1
9.375,1,0,12,19,1
15.75,0,0,16,4,0
25,1,0,17,12,1
4,1,0,4,45,1
15.75,1,0,14,24,1
7,0,0,12,10,1
2.01,1,0,13,16,1
4.29,0,1,12,29,1
17.5,0,1,16,37,1
5.75,1,0,13,7,1
8.3333,0,0,10,11,1
6.5,1,1,13,16,1
16.875,1,1,15,17,0
12.7273,1,0,16,4,1
7.33,1,0,14,16,1
21,0,0,16,29,1
34.9637,0,0,18,11,1
20,0,0,17,19,0
7.5,1,0,16,10,0
34,0,0,16,20,1
16.15,1,0,15,29,0
8.125,1,0,12,23,1
15,1,0,16,7,1
15,0,0,17,31,1
6.78,1,0,12,13,1
8,0,1,12,17,1
21,0,0,16,17,1
38.45,0,0,14,35,1
10,0,0,18,16,1
11.5,0,0,12,10,0
11,0,0,12,12,0
29.175,1,0,18,26,0
4.5,1,0,12,34,0
9.55,1,0,12,22,1
12.35,1,0,12,15,0
12.5,1,0,11,41,1
8,1,0,12,20,0
4.1667,1,1,7,32,1
5.5,1,1,12,28,1
1.75,1,1,6,20,0
6.88,1,0,14,33,0
7.5,0,1,12,34,1
9.75,0,0,13,19,1
15.3,1,0,18,12,1
9.625,1,0,13,19,0
9.4595,1,0,12,23,1
8.7838,1,0,12,18,0
15.3,0,0,18,12,0
8.4,1,0,16,12,0
7.5,1,0,12,14,1
10,1,0,12,20,1
15.175,0,0,16,25,1
5.63,1,0,11,27,1
15.1,0,0,14,17,1
6.5,0,0,12,10,0
14.425,1,1,18,29,0
4.96,0,0,12,14,1
6,0,0,16,29,0
19.24,0,0,16,15,1
13,0,0,13,19,1
12.7273,0,0,16,21,0
20,1,0,18,10,1
6.6667,0,0,16,6,1
25,0,0,16,29,1
5,1,0,9,40,1
12.5,0,0,12,34,0
4,1,1,13,11,1
30,0,0,18,26,1
14,0,0,12,33,1
10.75,0,1,10,10,0
11,0,0,12,33,1
11.6667,0,0,12,21,1
15,0,1,14,22,0
6.22,1,0,12,22,1
18.75,0,0,16,12,1
7,0,0,9,17,0
15.93,1,0,13,17,1
15.625,1,0,13,21,0
5.5,1,0,16,28,1
16.25,1,0,16,26,1
5,1,1,12,11,1
28,1,1,16,22,1
10,0,0,16,6,0
10,0,0,13,20,1
13.6364,0,0,18,3,1
6.1,1,0,12,34,1
3.8,1,0,16,6,0
12.5,0,0,18,25,0
6,1,0,12,18,1
8,1,0,12,30,1
11.91,0,0,15,8,0
14.54,0,0,16,18,1
21.6667,0,0,17,26,1
16.25,0,0,14,13,1
13.625,1,0,16,18,1
13.25,0,0,12,34,1
11.5,0,0,12,15,1
18,1,1,14,11,0
6.5,1,0,12,34,1
7.5,1,0,13,14,0
20,0,0,16,20,1
10,1,0,18,11,1
21.5846,0,0,18,7,0
13.15,0,1,5,27,1
10,0,0,2,40,0
26.25,0,0,16,24,1
12.27,0,0,8,16,1
12.5,1,0,12,33,1
6,1,0,12,20,0
9.8,1,1,12,11,0
11,0,1,12,15,0
21.1316,1,1,14,29,0
10,1,0,16,20,1
22.2222,0,0,17,25,1
7,0,0,12,13,1
12,0,0,12,23,1
10,1,0,16,30,0
6,0,0,14,12,1
14.2857,1,0,14,11,1
36.05,0,0,18,11,0
25,0,0,14,25,0
29,1,0,17,25,0
7.5,1,0,13,38,1
20,0,0,17,22,1
16.32,0,0,15,13,1
35,0,0,16,32,1
11,1,1,12,23,1
16.25,0,0,16,20,1
14,0,0,12,10,1
10,1,0,18,13,0
7.1429,1,0,12,30,1
25.7143,0,0,16,9,0
4,1,0,12,30,0
5.8,1,0,12,13,0
4.4,1,0,7,40,1
48.075,0,0,16,16,1
19.5,0,0,7,46,0
37.5,0,0,16,18,1
10.68,0,0,12,16,1
20,0,0,12,32,1
17.0286,1,0,16,21,1
8,1,0,12,19,1
17.3,0,0,12,26,1
18,0,0,18,34,1
10.15,0,0,12,40,0
8.16,0,0,12,20,1
5,1,0,13,20,0
12.25,1,1,12,20,0
8.3333,0,0,10,35,1
5.96,1,0,14,14,1
17.5,1,0,16,17,0
5.75,1,0,12,9,1
8.56,0,0,8,39,0
13,0,0,8,27,1
1.6,0,0,12,9,0
5.1,1,0,8,18,1
4.6,1,0,8,32,0
5,0,1,12,13,0
10.4167,0,0,16,5,1
9.3,1,0,12,21,1
8.6,1,0,12,35,1
5.45,1,1,12,14,0
8.46,1,1,12,12,0
14,0,0,12,14,1
11,1,0,13,16,1
7,0,0,11,16,1
8,1,1,12,18,1
6,0,0,8,26,1
6.35,0,0,16,18,1
16.1081,1,0,18,19,0
11.25,1,0,17,23,1
7.5,1,1,18,17,1
6.25,1,0,12,12,1
13.9535,1,0,16,18,1
11.8548,0,1,15,19,1
15,0,0,12,19,1
5.1579,1,0,16,26,1
9.375,0,0,17,12,1
8,1,0,12,27,1
6.95,1,0,16,7,1
14.5833,0,0,16,14,0
19,0,0,13,30,1
5.6,1,0,13,7,0
21.625,1,0,16,25,1
10,0,0,16,9,1
7.5,0,1,8,45,1
6.75,0,0,13,7,0
24.4444,0,1,16,24,1
10.5,0,0,9,40,0
10,1,0,17,7,1
11.9556,1,0,18,13,0
12.5,0,0,12,11,0
6.25,1,0,12,12,1
8.3333,0,0,16,23,1
7.5,0,0,14,9,0
10,1,0,12,35,1
20,0,0,16,24,1
2.25,0,1,12,13,0
11.1111,1,0,18,25,1
30.76,0,0,16,29,1
7.8947,1,0,16,31,1
15,0,0,16,27,1
6,0,0,11,16,0
10,0,0,12,13,0
11.25,0,0,12,35,1
8.5,1,0,12,35,1
13.1579,1,0,18,2,0
11.7143,1,0,13,18,0
7.5,1,0,16,35,1
22.2222,1,0,16,11,1
9.375,1,0,12,28,0
12.5,0,0,12,11,1
7.25,1,0,13,22,1
9.7895,1,0,12,16,1
10.6667,0,0,16,5,0
12.5,0,0,18,10,0
17.0889,1,0,18,5,1
5,1,0,12,16,1
10,0,1,16,13,1
10.35,0,0,12,12,0
15,0,0,12,30,1
23.2558,0,0,12,25,1
8,1,0,18,5,0
15,0,0,12,25,0
8,1,0,16,24,0
18.05,1,0,14,22,1
15.3833,0,0,18,33,1
11,0,0,12,17,1
6.09,0,0,12,9,0
14.9556,1,0,18,32,0
13.75,1,0,18,26,1
7.2,1,0,11,24,1
16.1351,0,0,16,21,1
5.2,1,1,12,40,1
14.5,0,0,14,15,1
32,1,0,18,20,1
16.07,0,0,13,11,1
11,1,1,16,12,1
8.5,1,0,12,39,1
7,0,0,15,5,0
8.0952,0,0,12,9,1
16.13,0,0,13,25,1
5.65,1,0,12,23,1
4,1,0,12,41,1
2.01,1,0,12,25,1
10.19,0,0,12,35,1
9.5,1,0,12,20,0
11.53,0,0,15,31,1
10,0,0,12,16,1
6,1,0,13,27,1
12.5,0,0,12,28,0
14.875,0,0,16,5,0
9,0,0,12,12,0
7.8,0,0,12,27,1
7.5,1,0,12,11,1
4.25,0,0,9,13,1
14,1,0,12,24,1
15.18,0,0,8,39,1
4.25,1,0,12,23,1
11.25,1,0,16,18,0
17.7778,1,0,16,12,1
10,1,0,16,8,0
5.65,1,1,12,27,0
48.07,0,0,16,18,1
20,0,0,14,32,1
17,0,1,16,27,1
8.75,1,0,14,9,1
14.425,1,0,18,32,1
20,1,0,16,15,0
3.35,1,0,14,26,1
8.21,0,0,9,34,1
8,1,1,12,10,0
9,0,0,7,42,1
2,1,1,12,35,1
2.5,1,0,14,16,0
6,1,0,12,18,0
8,1,0,12,30,1
33.625,0,0,18,23,0
16.6667,1,0,18,32,1
10,0,0,12,27,1
12.1,1,0,14,13,0
11.4583,1,0,16,7,1
9.62,1,0,12,37,0
11.61,0,0,12,19,0
14,1,0,14,12,1
6.75,1,0,9,20,1
10.61,0,0,12,13,1
3.5,1,0,13,39,1
6.25,1,0,13,22,0
10.125,0,1,12,35,1
18.025,0,0,13,15,1
12.4,0,0,14,6,1
11.5385,1,0,18,23,0
16.46,1,1,16,15,0
8,0,0,12,18,1
8.97,0,0,12,19,1
12.5,0,0,14,12,1
8.5,1,0,12,14,1
16,1,0,12,24,1
10.4,1,1,12,36,1
5,1,1,12,10,1
7.25,0,0,13,9,0
5,1,0,11,19,0
5,0,0,12,14,1
7.4,1,0,12,28,1
10.15,1,0,13,11,1
6,0,0,13,17,1
17.4,0,0,12,33,1
15,0,0,16,25,1
15,0,0,12,25,1
4.97,1,0,12,8,0
8.8,1,0,13,7,1
8.75,0,0,14,9,1
9,0,0,12,38,1
11,0,0,12,16,0
9,1,1,7,39,0
12.6,1,0,12,17,1
15.7895,1,0,12,17,1
11,0,0,12,15,1
7.6,0,0,18,14,0
6.85,1,0,12,24,1
5,1,0,18,17,1
10,1,0,16,10,1
17.9167,0,0,18,6,0
7.5,1,0,12,14,1
6,1,0,8,29,1
6.5,1,0,16,13,1
5.1333,0,0,13,26,1
6,0,1,12,21,1
25,0,0,18,18,1
4.3,1,1,12,16,0
10.35,1,0,13,8,1
70,0,0,18,18,1
12.6286,1,0,16,14,1
6.9737,1,0,12,38,0
10.6,0,0,12,31,0
20.6909,0,0,16,24,1
5,1,0,18,20,1
9,0,0,10,39,0
14,0,0,12,35,1
13,0,0,12,19,0
11.12,0,0,12,23,1
6.52,1,0,12,23,1
12.5,0,0,16,5,0
7,1,0,9,44,0
6.1,1,1,10,24,1
7,0,1,12,8,0
12.5,1,1,17,24,0
8.88,1,0,12,16,1
38.46,0,0,18,25,1
2,1,0,12,12,1
25.7143,1,0,16,5,0
11,1,1,14,21,1
11.5,0,0,12,9,0
7,1,0,15,22,1
3.5,0,0,7,29,0
11.5,0,0,8,13,1
3.6,1,1,12,10,1
13,0,0,14,11,0
25,0,0,12,30,1
6.5,1,0,12,28,1
8.6,0,0,12,8,1
13,0,1,14,23,1
10,0,0,12,12,0
10.71,0,0,12,15,1
2.3333,1,0,12,37,0
15.5556,0,0,17,10,1
6.5,1,0,12,26,1
14,0,0,12,11,0
10.5,1,0,16,27,1
8.5,1,0,12,16,1
17.88,1,0,15,24,1
15.625,0,0,14,22,1
24.025,0,1,18,24,1
27,0,0,18,14,1
9.4444,1,0,16,5,1
10,0,0,12,34,0
11.61,1,0,12,19,1
11.3,1,0,16,22,0
14.25,0,0,17,32,1
8,1,0,12,14,1
12.5,0,0,16,5,1
9.375,0,0,16,7,0
8.5,0,1,18,17,0
11.4,1,0,16,36,0
25,0,0,18,19,1
25,0,0,16,11,1
9,0,0,16,4,1
10,0,0,12,21,0
14.03,1,0,12,35,1
6,0,0,12,10,0
12,0,0,12,29,1
5.5,0,0,8,45,1
8,1,0,13,27,1
10,1,0,18,4,1
10,0,0,16,18,1
4.4,1,0,12,24,1
6.32,0,1,12,17,1
3.75,1,0,12,20,1
6,0,1,8,20,0
17,0,0,16,11,1
14.75,0,0,12,8,1
2.67,1,1,16,9,0
5.71,1,1,9,12,1
8.84,1,1,12,27,1
4.75,1,0,12,15,0
8.5,0,0,12,13,0
5,0,0,12,24,1
14,0,0,12,11,1
4.7619,0,0,12,10,1
11.25,1,0,18,15,0
4.325,1,0,12,13,1
14.425,0,0,16,10,0
22,0,0,16,6,1
18.025,1,0,17,9,0
3.25,0,0,7,38,1
13,1,0,15,27,1
17,1,0,12,11,0
4.21,1,0,8,43,1
10,1,0,13,23,0
11,0,0,12,9,1
15.7895,0,0,16,16,1
7.5,0,0,12,17,1
6.1,1,0,9,26,1
11,1,0,14,19,0
4.5,1,0,12,21,1
2,1,0,12,23,0
8.6,1,0,14,27,0
3.75,1,0,12,13,0
8.71,1,0,18,9,0
22.5,0,0,16,18,1
10,0,0,15,13,1
17.5,1,0,18,21,1
13.0952,0,0,16,24,1
11.5,0,0,15,5,0
20,0,0,12,28,1
6,1,0,10,10,1
10,0,0,12,19,0
8.7838,1,1,12,8,0
10,1,1,12,9,0
10.1,1,0,12,23,0
14.425,1,0,16,4,1
20,1,0,18,22,1
5.45,1,0,12,17,1
8.5526,1,0,12,15,1
7,0,0,8,41,1
15,0,0,12,15,1
9,1,0,18,10,0
15.35,0,0,12,21,0
25.99,0,0,15,24,1
17.4909,1,0,18,11,0
7.5,1,0,12,26,0
19.025,0,0,13,38,1
5.5556,0,0,12,19,1
10.6522,0,0,18,9,1
12.95,0,0,12,21,1
7.5,0,0,12,17,1
8.125,1,0,12,17,1
22.5,0,0,13,8,0
20,0,0,18,20,1
11.25,0,0,12,25,0
16.25,0,0,17,17,1
14.375,0,0,12,39,1
17.5111,0,0,18,5,1
8.8684,1,0,13,34,1
11.5,0,0,11,15,1
5,1,0,12,34,1
11.3,1,0,16,22,1
8.875,0,0,12,20,1
6.85,1,0,12,18,1
9.95,1,0,12,25,1
20.625,1,0,17,8,1
15,0,0,16,21,0
10,1,0,18,22,1
11.6,1,0,11,23,1
13.75,1,0,16,26,0
4,0,0,12,20,1
9,0,1,12,30,1
18.25,1,0,12,38,0
16.825,1,0,16,20,1
4.5455,1,0,10,16,0
11,1,0,16,9,1
9.3,0,0,12,26,1
12.5,1,0,16,12,1
20,0,0,16,34,1
5.17,1,0,12,13,1
6.25,0,0,9,23,1
11.5,0,0,12,35,1
9.3667,1,0,18,29,0
15,1,0,13,31,1
37.5,0,0,18,11,1
12.7273,0,0,12,26,1
14.75,1,0,16,18,0
22.5,0,0,12,29,1
4.4,1,0,12,28,0
8,0,0,13,12,0
12.3,0,0,14,8,0
9,1,0,12,10,1
3.75,1,0,14,8,1
7.39,1,0,12,26,0
28.8511,0,0,17,19,1
10,1,0,18,12,0
20,0,0,12,37,1
6,1,0,16,20,1
17.17,0,0,12,25,1
4,1,0,12,23,0
3.5,1,1,12,41,0
27,0,0,14,33,1
14,0,0,18,19,1
12,1,1,16,13,1
8,1,1,14,13,0
12.5,1,0,16,20,1
8.9474,1,0,12,36,1
4,1,1,12,34,1
8.3333,0,0,12,21,0
14,0,0,16,31,1
4.25,1,0,13,20,1
4.75,1,0,12,11,1
7.7,0,0,14,39,1
8.5,0,0,13,14,1
20,1,0,16,6,0
14.425,1,0,17,32,1
15,1,0,12,21,1
10.97,1,0,14,15,1
19,0,0,18,26,1
22.5,0,0,14,19,1
11,1,0,16,19,1
7.25,1,0,14,18,1
11.3,1,0,12,9,1
4.25,0,0,7,21,1
3.6364,0,0,14,6,1
4.9333,0,0,10,23,1
6.5,1,0,12,8,1
17.0444,0,0,18,7,1
4.7,1,0,11,38,1
5.33,1,0,9,32,1
8.9,1,0,12,30,1
5.15,1,0,9,15,1
6.5,0,0,11,18,1
6.8,0,0,13,21,1
6,1,0,12,23,1
4.1667,0,0,14,6,0
12.15,1,0,16,20,1
8.6667,1,0,18,9,0
6.25,1,0,18,18,0
10,0,0,18,32,1
4,1,0,12,12,1
12,1,0,18,12,1
10.27,0,0,12,22,1
8.15,0,0,16,14,1
12.5,0,0,14,12,1
4,0,0,15,19,1
4,1,0,11,35,0
16,0,0,10,32,0
10,0,0,12,14,1
10.5,0,0,13,31,1
8.1,0,0,12,14,1
7,0,0,6,30,1
10,0,0,16,14,1
12.175,1,0,17,30,1
7.01,0,0,14,15,1
4.75,1,0,12,13,1
13.8667,1,0,16,32,0
7.6,1,0,12,20,1
4.5,0,0,9,36,1
20,0,0,13,11,1
11.22,0,0,9,14,0
11.57,0,0,14,15,0
12.5,1,0,14,10,1
5.49,1,0,12,36,1
4,1,0,12,8,0
8.14,1,0,12,25,0
10,1,0,16,18,0
10,1,0,14,24,1
6,1,0,12,23,0
12.37,0,0,12,40,1
12.67,1,0,12,40,0
11.18,0,0,8,45,1
5.5556,0,0,12,15,1
31.25,0,0,18,26,1
16.08,0,0,12,34,1
