
"北京市" "2014-05-07" "82" "良" "PM2.5"
"北京市" "2014-05-06" "105" "轻度污染" "PM2.5"
"北京市" "2014-05-05" "54" "良" "PM10"
"北京市" "2014-05-04" "57" "良" "PM10"
"北京市" "2014-05-03" "93" "良" "PM10"
"北京市" "2014-05-02" "50" "优" ""
"北京市" "2014-05-01" "156" "中度污染" "PM2.5"
"北京市" "2014-04-30" "139" "轻度污染" "PM2.5"
"北京市" "2014-04-29" "122" "轻度污染" "PM2.5"
"北京市" "2014-04-28" "83" "良" "臭氧8小时"
"北京市" "2014-04-27" "74" "良" "PM10"
"北京市" "2014-04-26" "69" "良" "PM10"
"北京市" "2014-04-25" "163" "中度污染" "PM2.5"
"北京市" "2014-04-24" "156" "中度污染" "PM2.5"
"北京市" "2014-04-23" "156" "中度污染" "PM2.5"
"北京市" "2014-04-22" "85" "良" "臭氧8小时"
"北京市" "2014-04-21" "73" "良" "NO2"
"北京市" "2014-04-20" "84" "良" "PM2.5"
"北京市" "2014-04-19" "84" "良" "PM2.5"
"北京市" "2014-04-18" "182" "中度污染" "PM2.5"
"北京市" "2014-04-17" "124" "轻度污染" "PM2.5"
"北京市" "2014-04-16" "90" "良" "NO2"
"北京市" "2014-04-15" "109" "轻度污染" "PM2.5"
"北京市" "2014-04-14" "270" "重度污染" "PM2.5"
"北京市" "2014-04-13" "212" "重度污染" "PM2.5"
"北京市" "2014-04-12" "133" "轻度污染" "PM2.5"
"北京市" "2014-04-11" "83" "良" "PM2.5"
"北京市" "2014-04-10" "246" "重度污染" "PM10"
"北京市" "2014-04-09" "156" "中度污染" "PM2.5"
"北京市" "2014-04-08" "223" "重度污染" "PM2.5"
"北京市" "2014-04-07" "135" "轻度污染" "PM2.5"
"北京市" "2014-04-06" "98" "良" "PM10"
"北京市" "2014-04-05" "68" "良" "PM10"
"北京市" "2014-04-04" "91" "良" "PM10"
"北京市" "2014-04-03" "66" "良" "PM10"
"北京市" "2014-04-02" "133" "轻度污染" "PM2.5"
"北京市" "2014-04-01" "147" "轻度污染" "PM2.5"
"北京市" "2014-03-31" "183" "中度污染" "PM2.5"
"北京市" "2014-03-30" "77" "良" "NO2"
"北京市" "2014-03-29" "63" "良" "PM10"
"北京市" "2014-03-28" "169" "中度污染" "PM2.5"
"北京市" "2014-03-27" "285" "重度污染" "PM2.5"
"北京市" "2014-03-26" "" "严重污染" ""
"北京市" "2014-03-25" "255" "重度污染" "PM2.5"
"北京市" "2014-03-24" "271" "重度污染" "PM2.5"
"北京市" "2014-03-23" "186" "中度污染" "PM2.5"
"北京市" "2014-03-22" "86" "良" "PM10"
"北京市" "2014-03-21" "62" "良" "PM10"
"北京市" "2014-03-20" "44" "优" ""
"北京市" "2014-03-19" "73" "良" "PM10"
"北京市" "2014-03-18" "85" "良" "PM10"
"北京市" "2014-03-17" "142" "轻度污染" "PM10"
"北京市" "2014-03-16" "145" "轻度污染" "PM2.5"
"北京市" "2014-03-15" "133" "轻度污染" "PM2.5"
"北京市" "2014-03-14" "64" "良" "PM10"
"北京市" "2014-03-13" "69" "良" "PM10"
"北京市" "2014-03-12" "41" "优" ""
"北京市" "2014-03-11" "195" "中度污染" "PM2.5"
"北京市" "2014-03-10" "110" "轻度污染" "PM2.5"
"北京市" "2014-03-09" "127" "轻度污染" "PM2.5"
"北京市" "2014-03-08" "179" "中度污染" "PM2.5"
"北京市" "2014-03-07" "70" "良" "NO2"
"北京市" "2014-03-06" "43" "优" ""
"北京市" "2014-03-05" "50" "优" ""
"北京市" "2014-03-04" "67" "良" "PM2.5"
"北京市" "2014-03-03" "268" "重度污染" "PM2.5"
"北京市" "2014-03-02" "189" "中度污染" "PM2.5"
"北京市" "2014-03-01" "68" "良" "NO2"
"北京市" "2014-02-28" "113" "轻度污染" "PM2.5"
"北京市" "2014-02-27" "37" "优" ""
