time,y,pc,gc,x,ex,im,exc,imc,p,ir,rx
Q3-2004,1.07287E+13,7.5855E+12,1.5918E+12,2.0843E+12,1.128E+12,1.7308E+12,2.965E+11,4.56E+11,1.00231068,0.180278521,99.957
Q4-2004,1.07964E+13,7.6643E+12,1.5864E+12,2.1117E+12,1.1553E+12,1.7877E+12,3.066E+11,4.77625E+11,1.006734689,0.1854249,96.725
Q1-2005,1.08758E+13,7.6975E+12,1.5879E+12,2.1316E+12,1.1779E+12,1.8017E+12,3.1705E+11,4.8625E+11,1.00266949,0.185782489,95.643
Q2-2005,1.09461E+13,7.7664E+12,1.5871E+12,2.1702E+12,1.2031E+12,1.8044E+12,3.25025E+11,4.973E+11,1.020165425,0.185199631,96.867
Q3-2005,1.105E+13,7.8381E+12,1.6007E+12,2.1966E+12,1.2043E+12,1.8079E+12,3.27725E+11,5.10575E+11,1.037791849,0.183623308,97.930
Q4-2005,1.10861E+13,7.8649E+12,1.588E+12,2.212E+12,1.2357E+12,1.8736E+12,3.391E+11,5.35975E+11,1.042444428,0.190205474,98.945
Q1-2006,1.12173E+13,7.9474E+12,1.6097E+12,2.2454E+12,1.2843E+12,1.9202E+12,3.543E+11,5.486E+11,1.035630109,0.193315212,97.510
Q2-2006,1.12917E+13,8.0021E+12,1.6099E+12,2.2397E+12,1.3014E+12,1.9209E+12,3.6585E+11,5.6125E+11,1.039344065,0.192276508,96.344
Q3-2006,1.13141E+13,8.0463E+12,1.62E+12,2.2147E+12,1.3126E+12,1.9357E+12,3.70025E+11,5.71425E+11,1.047182846,0.193540969,96.298
Q4-2006,1.13564E+13,8.1199E+12,1.6243E+12,2.1824E+12,1.3611E+12,1.9453E+12,3.86125E+11,5.65975E+11,1.02558763,0.194621472,94.800
Q1-2007,1.13578E+13,8.1972E+12,1.629E+12,2.1663E+12,1.3632E+12,1.9818E+12,3.95125E+11,5.77225E+11,1.004871148,0.198287075,94.806
Q2-2007,1.14914E+13,8.2373E+12,1.6408E+12,2.1877E+12,1.3922E+12,1.9634E+12,4.06275E+11,5.895E+11,1.02886064,0.194411439,92.941
Q3-2007,1.16257E+13,8.2785E+12,1.6567E+12,2.1867E+12,1.4662E+12,1.978E+12,4.21875E+11,5.999E+11,1.05405191,0.194694621,90.973
Q4-2007,1.16207E+13,8.2982E+12,1.6588E+12,2.1606E+12,1.4821E+12,1.9665E+12,4.4135E+11,6.165E+11,1.052770014,0.193961691,87.895
Q1-2008,1.1646E+13,8.3161E+12,1.6717E+12,2.1313E+12,1.5006E+12,1.9626E+12,4.5365E+11,6.4285E+11,1.083482449,0.193447277,86.046
Q2-2008,1.17274E+13,8.3413E+12,1.6804E+12,2.1366E+12,1.5447E+12,1.926E+12,4.80125E+11,6.69975E+11,1.1191599,0.189144333,84.554
Q3-2008,1.17124E+13,8.2606E+12,1.7041E+12,2.1191E+12,1.5561E+12,1.9091E+12,4.809E+11,6.743E+11,1.142897302,0.187971998,86.695
Q4-2008,1.15994E+13,8.1869E+12,1.7116E+12,2.0286E+12,1.4728E+12,1.8292E+12,4.27275E+11,5.779E+11,1.088999786,0.180633184,93.915
